Name,Productivity
Juscelino B.+Leão,2
Raphaël+Fischer,3
Nevin+Uras-Aytemiz,1
Edeltraud+Gehrig,4
Seth+Lichter,10
Igor A.+Khovanov,2
Jennifer+Deang,1
Jayanti+Mahalanobis,1
Bruce M.+Boghosian,16
Stefan+Uttenthaler,3
Timothy N.+Krabach,1
Louis E.+Toth,1
James S.+Schilling,8
Krishnendu+Sengupta,3
Izuo+Hayashi,4
Puru+Jena,14
Michael H.+Prior,7
Gleb N.+Kakazei,1
Akiko+Natori,22
Tetsuo+Tsutsumi,2
Genaro Toledo+Sánchez,1
Ayaka+Shoda,3
Patrick B.+Greene,6
Giovanni+Montani,24
Tatsuhiko+Nishi,1
Hiroyuki+Ohura,2
Carsten+van de Bruck,31
Bodo+Hamprecht,1
Kazuaki+Nakayama,2
ZhongQiang+Zhang,1
Sulgiye+Park,1
Satoru+Morita,5
Luca+Mazzucato,1
Nathalie+Poirot,3
Eleonora+Di Valentino,1
Wichard J. D.+Beenken,1
Khépani+Raya,2
Lars+Borjesson,1
F. R. Mahamd+Adikan,2
Alessandro+Buzzatti,2
Francesco+Sylos Labini,1
Karl T.+Compton,22
Louis+Jacobson,4
Martinus+Hauf,1
Diego+Rodriguez-Gomez,1
Vladimir V.+Kocharovsky,1
Howard J.+Guggenheim,1
Tushar K.+Chaudhuri,1
Caroline Willard+Baldwin,1
Marco+La Cognata,2
Claudio+Destri,4
Duy+Le,4
Udo+Buck,3
Anastasios C.+Petkou,5
Mustafa+Lotya,2
Fabián J.+Bonetto,8
Haitao+Cui,1
Laura E.+Ratcliff,1
Ekaterina+Berseneva,1
Khaled+Karraï,1
François+Federspiel,1
Peter+Huang,1
Yasuo+Azuma,1
Gautam+Johri,2
Vincenzo+Selvaggini,2
Magdalene+Kovács,2
Kazuo+Shin,1
Tomislav+Kremer,1
Nandor L.+Balazs,13
Aindriú+Conroy,3
Andreas+Klemenz,1
Wayne+Strange,1
Thibaut+Lockhart,2
Fritz+Gutbrod,1
James O.+Phelps,2
Kenneth L.+Kowalski,12
Stefan+Muff,5
S. Kumar+Mallavarapu,3
Mario+Livio,1
Luca+Gagliardi,1
Jonathan P.+Graves,1
E. Roger+Jones,1
Tomas S.+Grigera,1
Alexandr+Jonas,1
Nijs C.+van der Vaart,1
Christian+Peltz,3
Patrick G.+Whitman,5
Stefan+Zotter,1
Michael+Reck,2
Andrzej+Ślebarski,4
Bruno+Sixou,1
Sergio+Frasca,2
Alec Maassen+van den Brink,9
Giovanni+De Cillis,1
Willians Principe+Fernandes,1
Francois-Damien+Delapierre,1
V’yacheslav+Akkerman,9
Jongweon+Cho,4
Viktor A.+Podolskiy,11
Luis Eduardo+León,1
Patrick S.+Yeung,5
Kazuya+Ohoka,1
M. Salim+Banna,1
Colin Bryant+Connolly,1
Andrea+Petrelli,3
Michael+Kraus,1
Roland+Pässler,1
Marco+Tarzia,13
Ely M.+Gelbard,3
Jana+Humpolíčková,1
Jeffrey R.+Errington,13
Charlotte+Sleight,1
Olga+Kuksenok,10
Maciej+Kuna,3
Leila+Rajabi,1
Joshua+Jones,1
Jim+Norem,1
Elad+Greenfield,2
Claude G.+Grenier,3
William J.+Price,2
Adam+Hackett,4
Steve+Benson,1
Enrique Conejero+Jarque,3
Takeo+Izuyama,8
Michael+Canonico,1
Bhupendra+Chudasama,1
Franco+Pezzella,1
Matteo+Carrera,2
Suzanne+Van Dijke Beatty,2
Martin U.+Schmidt,2
Atsuko+Ohno,1
Hervé+Cottet,1
Mehdi+Zeghal,2
Kenneth+Schafer,2
Keigo+Yamanashi,1
Bob E.+Watt,4
Viktor+Nagy,3
Nathalie+Bardou,3
Christian+Matyssek,2
Enrico+Gratton,1
Carson+McFadden,1
Per-Anker+Lindgrd,3
Taras A.+Kirichenko,5
Supriya+Chatterjee,1
Takaaki+Hirano,1
Yoelsy+Leyva,4
Satoru+Narushima,1
Takashi+Nakayama,7
Zav+Shotan,4
Farnoush+Shahriaran,1
Neville C.+Luhmann,1
Hiroaki+Arisue,2
Brandon M.+Vogel,1
Alain+Mavon,1
Nhon+Vo,1
Michal+Honig,1
Stefan+Schmitz,1
Masafumi+Kurachi,28
Arno+Solin,1
Louie+Long,1
Goro+Oohata,2
Khalid+Elamin,1
Ioannis+Bouras,1
Heitor C.+Marques Fernandes,1
Christoph+Loschen,2
Runyao+Duan,37
Kenichi+Yokoto,1
Ewout+ter Haar,2
Bruno+Bellomo,13
Hiroshi+Masuhara,3
Lucas+Hackl,3
Murray Gell-+Mann,1
Sevi+Murugavel,2
Koji+Fukagata,4
Simone+Gilardoni,2
Rene+Macquart,1
Yukio+Nemoto,4
Meixiao+Zhang,2
Kimberly A.+Dick,5
Dorin+Cimpoesu,1
Laleh+Safari,3
Aleksander G.+Polnarev,1
Ondrej+Klimo,1
Philip R.+Malmberg,6
C. Stuart+Daw,2
Mayur M.+Ostwal,1
Gerald T.+Fraser,1
Kohta+Murase,30
Philippe+Gouze,2
Marco O.+Hachiya,4
Laura+Manson,1
Satoshi+Okamoto,38
Iain W. H.+Oswald,2
Bernhard+Weingartner,1
Michel+Denis,1
Cliff A.+Thomas,3
Anton+Daitche,3
Michael A.+Reshchikov,3
Gottfried H.+Döhler,5
Önder+Gül,1
Roya+Zandi,20
Carmine+Senatore,1
Rastko+Sknepnek,15
Takafumi+Habuchi,4
Sthitadhi+Roy,8
Christoph+Walther,1
Mónica B.+Agüero,2
Pierre+Türschmann,2
Glenn A.+Waychunas,3
Neil+Zuckerman,1
Werner L.+Treptow,1
Maurizio+Quadrio,1
Hector+Gomart,1
Norbert+Bernhard,1
Alexey+Guskov,3
William+Rhodes,4
Evelyn+Hu,2
Nicola+Gaston,9
Cicely A.+Brodie,2
Khadra+Huleihel,1
Joel I.+Gersten,38
Matthias+Thielen,1
Aurelien+Botman,1
Yoshiyuki+Harada,1
Marco+Caggioni,1
Bruce+Wittsmershaus,1
Helmut+Winter,2
Kenji+Hiraga,1
Dipen N.+Sinha,5
Jaap G.+Snijders,2
Siegfried+Boseck,1
Cesare M.+Cejas,3
Frédéric+Leblond,1
Dairene+Uy,1
Tommaso+Treu,1
Glen M.+Marshall,1
Evgeni Kh.+Baksht,1
Charles F.+Cook,2
Antonio+Giulietti,1
Amr M. S.+Mohammed,2
Michael+Scheibner,3
Sebastian+Bonhoeffer,1
Charlotte+Platzer-Björkman,1
Junichi+Shimamura,1
Bruno+Masenelli,1
Dirk Uwe+Saenger,2
William L.+Langston,1
Tom+Perry,1
Neimantas+Vainorius,1
Keith A.+Seffen,4
Frank Berg+Rasmussen,1
Ricardo+Gómez-Escalante,1
Bruce G.+Gibbard,2
Gert I.+Andersson,1
Lauren+McKenzie-Sell,1
Marc+Drillon,6
Walter R. C.+Somerville,1
Luigi+Stella,3
Geoffrey R.+Harris,1
Oleg+Kornilov,5
Denise+Bendersky,2
Sudhakar+Sahoo,1
Matthias+Fuchs,13
Boris+Levit,1
Ranjan K.+Ghosh,3
Florian+Buchholz,1
Niek F.+van Hulst,4
Peter S.+Berdonosov,1
Ulrich D.+Keil,1
Timur Zh.+Esirkepov,5
Jakub+Jankowski,2
Victoria+Borish,2
Takahisa+Omata,2
Patrick+Felbier,1
YoshiChika+Otani,7
Stanley+Osher,1
B. Peter+Miller,1
Uwe+Harlander,1
Hironori+Kaji,1
Amlan+Majumdar,1
Angélica+González,1
Dražen+Glavan,3
Patrice+André,1
Michael A.+Zuniga,2
Naëmi+Leo,3
Pedro A.+Pury,6
Ladislav+Skrbek,1
Amy+Lytle,1
Jarosław+Zaremba,3
Matthew R.+Francis,1
Wilfrid+Prellier,3
Elbert E. M.+Chia,20
Roberta+Sirovich,2
Alexander+Wittemann,1
Austin G. M.+Pickering,2
Johannes+Voit,11
Silvano+Garnerone,11
Kurt+Liffman,1
Hiromichi+Nakahara,3
Solvejg+Jørgensen,1
Kazumasa+Ukai,1
Chaiwat+Engtrakul,3
Santiago+Cortés,2
Markus+Jakobi,1
Takashi+Furukawa,2
A. Nata+Atmaja,1
Klaus+Fiegle,2
Iwan+Schenker,1
Michele+Caselle,4
Ivan+Gusachenko,1
Alejandro+Crespo-Sosa,1
André R.+de la Rocha,1
Octavio+Novaro,1
Varghese+Mathai,3
Esme E.+Rosaire,2
Makina+Yabashi,15
Erik+Panzer,1
Pierre+Fayet,5
Peter+Senio,2
Babak S.+Kasmaei,1
Ayumi+Saitoh,1
Dmitry+Zarubin,1
Michael+Bershadsky,1
Motomu+Takatsu,1
Hilbert+v. Löhneysen,3
Sergei V.+Kalinin,40
Catherine+Journet,1
Albert+Hofstetter,1
Umut+Büyükçam,3
Christopher R.+Reeg,3
James+Howard,1
Yeongduk+Kim,1
Philipp+Sippel,2
Oliver+Dannenmann,1
Luca+Olivi,1
Stephan+Kleinbölting,1
Mária+Markošová,3
Dimitrios+Tsifakis,1
Jurgen P.+Franck,3
Ross J.+Donaldson,3
Khorgolkhuu+Odbadrakh,1
Nishanth+Dongari,1
María U.+González,1
Stanley+Skupsky,6
Ryuichi+Kuzuo,2
Tatyana V.+Liseykina,1
Sławomir+Tkaczyk,1
A. Savaş+Arapoğlu,1
Zikri M.+Yusof,1
Kwok Leung+Yip,3
Natsuki+Kameyama,1
Marek A.+Abramowicz,3
Quentin+Brulin,1
James H.+Duncan,2
Stéphanie+Hémon,1
Bernhard+Mistlberger,1
Sujoy+Ganguly,1
Andrea+Zaccaria,2
Res+Jost,6
Lawrence J.+Rouse,1
Péter+Szabó,4
Dave V.+Rose,1
Ricardo T. Bahague+Jr,1
Zhejun+Shen,1
Paulo H. R.+Barbosa,2
Susumu+Kawauchi,1
Hichang+Kang,1
Mohana+Yethiraj,1
Dung+Nguyen,1
Marco+Tizzi,1
Katja+Alanko,1
Leyun+Zang,1
Christian+Schanzer,2
Javier+Cerrillo,4
Raphael C.+Lee,1
Tridev+Mishra,2
Pedro+Sancho,5
ROGER O.+BANGERTER,2
Michael J.+Drinkwater,1
Jesper+Mork,2
Ludovic+Petitdemange,1
Boris Ya.+Shapiro,3
Nguyen Viet+Hung,2
Yasuhiro+Tanaka,2
Abraham+Tamir,1
Unnati+Gupta,3
Kenneth+Everding,2
Aleksey A.+Vasiliev,1
Tricia L.+Meyer,1
GLENN E.+MOORE,2
Said+El-Jallal,2
Bernhard+Schmidt,2
Masashi+Kawaguchi,1
Hans Jürgen+Korsch,4
Aris L.+Moustakas,6
Jasmeet+Kaur,4
Michael+Hernandez,1
Zoltán+Néda,7
Sofia+Kantorovich,2
Ivana+Sersic,4
Mahendra D.+Khandkar,1
Willem K.+Kegel,13
Giuliano+Gavazzi,2
Tomoko+Takahashi,1
Yoshiharu+Eriguchi,13
Joanna+Tyrcha,1
Alessandro+Citterio,1
Philip M.+Heyman,1
Hideki+Horii,1
Belal A.+Moftah,1
Corinne+Binet,1
Manfred+Wolf,1
Frederick W.+Betz,2
Mazen+Al-Ghoul,5
Yaobei+Liu,1
Laura+Bianchettin,1
Adekunle O.+Adeyeye,1
Govardhan+Reddy,1
Riad+Shaltaf,2
Hidemi+Tomita,1
Gerald S.+Manning,3
Philipp M.+Leufke,1
Florian+Greil,4
Suraj+Shankar,1
Jorge+Segovia,9
Adi+Diner,1
Uwe C.+Täuber,23
Albert E.+Hennings,6
Paolo+D’Odorico,2
Klaus+Ensslin,25
Hermann+Geppert,1
Roger+Rousseau,11
Lilit+Axner,1
Frank+Herman,35
Guillermo+Orts-Gil,1
Dimitris+Sofikitis,3
Alexander+Steppke,2
Walter M.+Temmerman,2
Nimrod+Bachar,1
Osman+Canko,4
Joel+Karp,1
Oleg A.+Kiselev,1
Larisa+Laperashvili,2
Ofer+Yulli,1
Amir+Saadat,1
Hirofumi+Daiguji,1
Cédric+Nicolas,1
Cyril+Picard,1
Noboru+Miura,10
Miles+Padgett,1
Bahram+Zandi,8
Naveen+Gaur,14
Martin+van Hecke,1
Dennis P. M.+van Gils,3
Takaaki+Manabe,2
Hans-Werner+Fink,9
Yannick A.+de Icaza Astiz,4
Klaus+Regenauer-Lieb,1
Yoshi+Fujiwara,1
Henry Nicholas+Beets,2
Lincoln+Paterson,7
Matthis+Eroms,1
Annie+Spielfiedel,1
Arthur+Judy,1
Charles E.+Creffield,1
Francesco+Delogu,10
Ulf+Wahlgren,1
Aleksandra+Piper,1
Yoshihito+Hayashi,2
Giovanni+Bottari,1
Najla+Said,6
Valdir+Bindilatti,4
Travis J.+Hurst,1
Carlo M.+Canali,4
Neil J.+Robinson,4
Denis+Cousineau,1
Hiroaki+Ikeda,19
Igor+Ilić,3
Stefano+Ansoldi,2
Fritz+Lüty,34
Ryotaro+Konoike,1
Gabriel+Tempea,1
Ricardo C.+Santana,1
Georg+Heldt,1
João F.+Justo,7
Alexander+Kartavtsev,3
Slawomir+Blonski,1
Euclydes+Marega,1
Takahide+Kubota,1
Jacopo+Simoni,1
Zainul+Abidin,6
Navjot+Kaur,1
Xuesen+Na,1
Raúl+González-Jiménez,1
Anna+Miglio,2
Jesper+Mørk,12
Babak+Pourbohloul,3
Sushil Singh+Chauhan,1
Pavel+Polynkin,10
James Robb+Grover,2
Frank J.+Low,1
Romain+Coustel,1
Laszlo+Forro,2
Changbum+Kim,1
Masashi+Mikami,1
Tara Cubel+Liebisch,2
Enrique+González-Tovar,2
Aleksandar+Donev,18
Leon+Forman,2
Michel+Comte,1
Dmitry+Churochkin,3
Antti-Pekka+Jauho,72
Alexander N.+Vasil’ev,1
Anirban+Basu,7
Rafał+Moderski,12
Bruno S.+Bauer,1
Tommaso+Comparin,1
Vladimir+Kondratovich,3
Wataru+Horiuchi,1
Sanjoy+Mandal,1
Burkhard+Kümmerer,1
Jorge+David,2
Akinori+Murakami,1
Bill+Riddle,1
Suhan+Ree,9
Pablo+Barcellona,3
Hans Peter+Büchler,15
Leornardo+Dagdug,1
Pierre+Plomdeur,2
Tsuyoshi+Murao,2
Claire F.+Gmachl,1
Yoshihiro+Yunomae,1
Anja+Butter,2
Timothy+Ziman,20
Valerio+Pettinacci,1
Senentxu+Lanceros-Mendez,1
Kentaro+Uozato,1
Steffen Kjær+Johansen,1
Ryuzo+Azuma,1
Stefan+Heusler,4
Lionel+Schouveiler,1
Al+Stauffer,2
Alexander+Glück,2
Marcelo França+Santos,10
Seyed Mostafa+Jafari Raad,1
Krzysztof+Pomorski,2
Andrei V.+Malyshev,1
Greg R.+Stewart,1
Livia+Lulushi,1
Matteo+Farnesi Camellone,3
Christian+Lemier,1
Hideyuki+Maki,1
Horacio M.+Pastawski,31
Shouhei+Ogura,2
Channon+Price,1
Riëlle+de Ruiter,1
Frédéric+Laquai,2
Yutaka+Miyamoto,1
Deborah L. K.+Fygenson,1
Morton+Masius,6
Kamran+Mohseni,3
François+Arleo,9
José+Guilherme Milhano,1
Riccardo+Cabassi,1
Pierre+Lucas,6
Wolfgang+Dussa,1
Rupert+Tscheließnig,1
Tapoja+Jha,1
Pedro H. A.+Manso,1
Soichi+Shimada,1
Galip H.+Guvelioglu,2
Oleg+Zatsarinny,34
Erik+Deumens,5
Gunnar+Ro,1
Hiroshi+Iyetomi,19
Majid+Taki,12
Gul+Rahman,5
Ezequiel V.+Albano,55
Helge+Bux,1
Dieter+Krug,1
Joris G.+Keizer,1
Thorsten+Weber,1
Dag+Hanstorp,11
Sören+Schäfer,1
Boris Z.+Kopeliovich,5
Knud+Gentz,1
Sonali+Saha,3
Gordon C.+Danielson,2
Peter A.+Robinson,2
Yvonne+Choquet-Bruhat,2
Kenneth J.+Germeshausen,2
Neville V.+Smith,22
Walter A.+MacNair,6
Michael+Hohmann,2
Ryszard+Zdyb,1
Sharba+Bandyopadhyay,1
K. Mairin+Hynes,2
Cataldo+Agostinelli,1
Claude+Tricot,1
Jorge Eduardo+Macías-Díaz,2
Roberto A.+Kraenkel,4
Elaine A.+Moore,1
Marek+Strumik,4
Paolo Muratore+Ginanneschi,1
Wolfgang+Goes,1
Jun’ ichi+Kanasaki,1
Stephan+Martens,1
Z. Adam+Peng,1
Toshio+Kasai,5
Juping+Zhang,1
Mourad E. H.+Ismail,1
Francisco-José+Pérez-Reche,5
Boby+Joseph,1
Bradley H.+Rhodes,1
Jeremy+Hicks,1
Hendrik+van Dam,1
Kazushige+Ueda,4
Lucas+Johns,1
Vardan+Avagyan,1
Ferdous+Khan,2
Marian+Apostol,1
Arno+Formella,1
Alden H.+Ryan,4
Georg+Sulyok,4
Jishnu+Bhattacharya,2
Toshihiko+Ono,1
Zigmond W.+Wilchinsky,2
Margarita+Ginovska,2
Yoshiaki+Sonobe,1
Tobias+Südkamp,1
Perry Pappas+Yaney,3
Egil A.+Hylleraas,13
Uri+Gavish,1
Emilio+d’Emilio,1
Joel D.+Miller,1
Vladimir N.+Likhachev,1
Sidon+Harris,8
Erlend R. M.+Davidson,1
Peter+Apell,5
Jens C.+Zahnow,3
Allan E.+Moose,2
Takeo+Kondo,2
Rosalba+Fittipaldi,1
Paolo+Del Giudice,2
Giorgio+Anelli,1
James E.+Lidsey,47
Maxim+Savinov,2
Evaldo Mendonça Fleury+Curado,1
Debjani+Karmakar,4
Jeff W.+Lynn,1
Dominik+Konkolewicz,1
Malin+Zackrisson,1
Georg+Hager,1
Oleg+Khasanov,1
Charles+Kaufman,4
W. von der+Linden,2
Anne-Laure+Baudrion,1
Gaëlle+Charron,1
Saeed M.+Alamoudi,1
Joel W.+Cannon,3
Bruno+Piccirillo,9
M. A. Stevens+Kalceff,2
Douglas A.+Owens,1
Michal+Hnatič,1
Frederic D. R.+Bonnet,1
Lev N.+Shchur,4
Michel+Casanova,2
Mario+Gulia,3
Samantha J.+Nowierski,1
Falk+Wottawah,1
Hirotaka+Narui,2
Torsten+Lilge,1
Øistein+Johnsen,3
Kamanasish+Debnath,1
Nicholas+Hatcher,1
Michael R.+Hush,5
Tomasz+Kowalewski,2
Patric+Müller,6
Pavel M.+Voroshilov,1
Jennifer+Williamson,1
Luis+Bonilla,1
José María+López-Herrera,1
Piotr+Kowalski,1
José A.+Rodrigo,1
Yongho+Chin,1
Matthew+Sanderson,2
Nils+Schopohl,5
Arne+Lundby,6
Frank G.+Schmidt,2
Louis+Colonna-Romano,3
Guillem+Abril,1
Roger C.+Brown,6
José M.+Gallego,1
Mareike+Haberichter,4
Shihori+Sakata,2
Milton M.+Hoenig,1
Ronald+Roberts,1
Nami+Uchikata,6
M. Ahmad+Kamarudin,1
J. Gibson+Winans,11
Gy+Szabó,1
Ravindra+Pandey,27
Kazuhiro+Kuboki,6
Stefan+Weyers,2
Gianni+Taraschi,3
Eduardo+Navas,1
Art J.+Nelson,1
Jen-Chieh+Peng,6
Abhijit Kar+Gupta,3
Stefano+Sacanna,3
Nawazish A.+Khan,1
Laura+Bonesi,1
Ylvi+Alfredsson,1
Stanislav B.+Tarasov,1
Tomasz+Trześniewski,1
Claudiu M.+Cirloganu,1
Carolina+Berenguer,1
Emmanuel+Hugonnot,4
Rupamanjari+Ghosh,1
Yeseul+Lee,2
Badr Mohamed+Shalaby,2
Annick+Suzor-Weiner,3
Alexander Petrovich+Kobushkin,1
NEVILLE V.+SMITH,4
Sujit K.+Choudhary,9
Anne+Bachschmidt,1
Masanori+Yata,6
Stefano+Giorgini,2
Volodymyr M.+Lashkin,6
Imre+Derényi,23
Frederic+Bartumeus,3
Julio+Quintela,1
Parag+Ghosh,3
Eleanor+King,1
Christopher+Rosen,8
Keith+DeConde,7
Mehedi+Masud,3
Soumya+Bera,9
Kirsten+von Bergmann,10
Clarence J.+Wolf,2
Rafi+Ullah,1
Majd+Abdelqader,5
Francisco+Vivanco,6
Nada+Djurić,1
Michele+Della Morte,2
Jason K.+Perry,3
Satyajit+Pramanik,4
Shigeyoshi+Osaki,1
Thorsten+Lill,1
Lars+Postulka,1
Mikhail E.+Itkis,1
Christian+Yates,1
Chris+Hart,1
Manfred+Salmhofer,7
Marco+Brucale,1
Lawrence L.+Marino,21
Jaechul+Oh,2
Jiří+Novotný,4
Michiko+Shimokawa,4
Steven+Kenney,1
Gaigong+Zhang,1
Raffael+Rameshan,1
Alain+Karma,80
Bart A.+van Tiggelen,14
Yongsoon+Baek,1
Hiroki+Matsubara,1
Shoichi+Yamada,16
Gergely+Zimanyi,1
Sergey V.+Sazonov,1
Monica+D’Onofrio,1
Vadim+Zharnitsky,10
Miguel A.+París,2
Keisuke+Yoshitomi,1
Joonwoo+Bae,17
Radu+Balescu,1
Karel E.+Drabe,2
Francesca+Bragheri,4
Irène+Morgenstern-Badarau,5
Mohammad Bagher+Jahani Poshteh,1
Laura I.+Laderman,1
Konstantin+Toms,1
Shanthi+Subramanian,1
Khalid+Jamil,3
Igor+Medved',1
Yusuke+Nomura,18
Hisako+Urabe,2
Claudio+Dellagiacoma,1
Bernhard+Sendhoff,1
Eve V.+Kovács,3
William S.+Bickel,12
Nausheen R.+Shah,14
Horst+Franke,1
Gomathi+Ramachandran,1
Tomoyuki+Horikiri,10
Johann+Troles,1
Noriaki+Yamamoto,1
Johan+Vanacken,5
Hélène+Lombois-Burger,1
Patrick+Duffy,1
Geordie+Rose,1
Alexandros+Alexakis,16
Chris A.+Brackley,2
Andreas+Wünsch,1
Pooja Rani+Sharma,2
Jörg H.+Müller,1
Clive+Emary,37
Krzysztof+Mizerski,1
Dinesh Kumar+Srivastava,18
Christoph+Strunk,8
Heather+McAslan,1
Yoshio+Kaneko,3
Carey+Rosenthal,1
Aaron+Couture,1
Eduardo A.+Orozco,2
Yoshiko+Okamoto,1
Donald Harvey+Stork,2
Hassan+Bidar,1
Daisuke+Imai,1
Walter+Heupel,2
Jan+Koláček,11
Patric+Muggli,1
Tobias+Koch,1
Henry+Fu,2
Michael+Shatruk,1
Annamária+Takáts-Nyeste,1
Anjan A.+Sen,11
Alberto+de la Torre,1
Juerong+Li,3
Michel+Voßkuhle,1
Yoshinori+Arai,1
Jyh-Ching+Chang,2
Marvin E.+Lasser,2
Julien+Lesgourgues,30
Ruiping+Gao,1
Ryosuke+Jinnouchi,1
Francesca+De Santi,1
Dieter+Walz,4
Alexander+McCaskey,1
Omar A.+Saleh,1
Barry D.+Bruner,4
Saswati+Ganguly,1
Biplab+Dey,3
Kentaro+Wakui,9
James H.+Horne,5
Andreas+Crivellin,28
Vladimir S.+Lebedev,1
Kumiko+Hayashi,8
Khaled+Karrai,5
Alfredo+Gabriel,1
Michael A.+Hanyk,1
Anis+Jouini,1
Heidemarie+Schmidt,12
Pierre+Meystre,55
Benoit+Coasne,3
Michael L.+Merrick,1
Abraham+Shalom,1
Michael R.+Haggerty,1
Yoshihiro+Miwa,1
Ilias+Katsouras,1
Mauricio+Sturla,5
Marshall D.+Earle,2
Sara+Bonella,1
Tamar+Shnerb,1
Tapan G.+Desai,1
Alexander+Lichtenstein,3
Elliot H.+Auerbach,2
Mitra L.+Taheri,1
Roger+Saillant,1
Abdelkader+Mojtabi,2
Oznur+Mete,1
Alexander P.+Protogenov,1
Valentin+Blickle,2
Bilal+Elhajjar,1
Francesc+Viñes,5
Helder+Marchetto,1
Atushi+Tanaka,14
William D.+Lansing,2
Joachim+Theilhaber,1
J. S. dos+Santos,1
Enrico+Lussetti,1
Mário M.+Dias Júnior,1
Claus-Dieter+Ohl,19
Itay+Hen,24
Edgar G.+Johnson,2
Detlef+Schooss,3
Kazunori+Kawasaki,1
Hawoong+Hong,22
Raymond C.+Ashoori,1
Ralph G.+Hay,1
Per I.+Arvidsson,1
Innokenty+Kantor,2
Yasumasa+Kajinaga,1
Tobias+Kampfrath,5
Gabriel+Christmann,5
Timur+Rashba,1
Dvir+Yelin,2
Clarence E.+Bennett,6
Christopher M.+Dodson,2
Patrick+Louodop,1
Sujeet K.+Shukla,1
Santiago+Noguera,1
Miriam B.+Bowling,1
Inbal+Friedler,3
Keith+Brueckner,8
James+Rowland,2
Reinhard+Maass,2
Arthur+Ragauskas,2
Abraham+Nitzan,40
Sheel Kant+Sharma,1
Giovanna+Miritello,1
Armand+Ajdari,38
Konstantin B.+Efetov,19
Anita+Mücke,1
S. M. Duarte+Queirós,1
Vedran+Dunjko,11
Benedict+Leimkuhler,1
Saral K.+Gupta,1
José+Recamier,1
Pablo+Méndez-Castro,1
Olivier+Cador,1
Wontae+Kim,16
Jim+McElwaine,3
Daniele+Condorelli,1
J. Stanley+Warford,1
Stephanie+Smith,1
Philip G.+Lichtenstein,2
Kentaro+Takami,4
Wolfgang-Michael+Schulz,2
Jarosl/aw+Rafa,1
Toru+Yonebayashi,1
Miguel+Rey,2
Yoshiaki+Nagasawa,1
Mohammad+Khorrami,8
Takashi+Imaseki,1
Muslema+Pervin,5
Scott D.+Bembenek,1
Samuel+Shian,2
Helmut+Brand,2
Gregory R.+Lumpkin,1
Ishwar+Dutt,4
Matthias+Paeßens,1
Zhangli+Peng,1
Ute+Ebert,28
Nicholas+Harrigan,1
Svjetlana+Fajfer,27
Akihiko+Ohsaki,4
Dominique+Débarre,1
Ileana G.+Rau,1
Shane L.+Larson,12
Oriol+Batiste,9
Patricio+Haberle,2
Markus+Hayek,1
Stéphane+Virally,2
Pankaj+Patel,1
Philip J. W.+Moll,1
Comer+Duncan,4
Jan+Sperling,2
Torbjörn+Rander,1
Natasha A.+Chernova,4
Elwira+Wachowicz,1
Chase C.+Smith,1
Chebolu Subrahmanya+Viswanadham,1
Reiko+Tanaka,3
Søren+Smidstrup,3
Nathan+Bernstein,1
Katsuya+Miura,1
Stefan+Jurga,1
Martin+Zuckermann,2
Julia+Hengster,1
Michael+Suhrke,4
William D.+Gunter,4
James J.+Morehead,1
Volodymyr A.+Gigiberiya,1
William H.+Robinson,2
Amr+Mohammed,1
Himani+Sachdeva,2
Łukasz+Kłosowski,4
Miriam+Fritsche,4
Jayantha P.+Vyasanakere,7
Antonio H. Castro+Neto,1
Lalit+Bansal,2
Justo+Lopez-Sarrion,1
Joachim+Sonntag,3
Mya+Warren,4
Oliver+Kronenwerth,1
Matjaž+Perc,45
Masatoshi+Hiraishi,2
Toshiya+Otomo,5
Graham I. R.+Anderson,1
Jeffrey R.+Gregg,2
Heidi+Rzehak,3
Rajeev J.+Ram,2
Kazuhiko+Fujimoto,1
Patrick+Pingel,2
Matthias+Rössle,2
Amy+Lazicki,1
Marc+Emanuel,2
Raul A.+Rica,1
Marco+Baggio,2
Giorgio Baldassarri Höger+von Högersthal,1
Allison R.+McCarn,1
Ricardo A.+Pinto,3
J. Travis+Johnston,1
Jalila+Boujlel,1
Jan+Kuneš,12
Igor D.+Kaganovich,5
Baodong+Yang,3
Arthur+Wasserman,3
Dominique+Vernhet,6
Kengo+Tanaka,1
Sungjin+Park,2
Markus+Aichhorn,25
Ivan+Christov,1
Dima+Shepelyansky,2
Ignazio+Ciufolini,6
Buddhadeb+Ghosh,1
Amit+Desai,1
Max+Mason,4
Jaime+Morillo,1
Benedikt+Biedermann,3
Michael+Hohensee,4
Alexander+Pechen,8
Seyed Javad+Akhtarshenas,3
Leland E.+Holloway,5
François+Métivier,1
Yoshitada+Morikawa,15
Katrin+Günther,1
Gerardo+Martínez,1
Teruya+Ishihara,14
Alicia+Sit,1
Giovanni+De Ninno,10
Chanil+Jeon,2
Karina+Schulte,4
Itzhak+Goldman,5
Akihiro+Kushima,6
Artur+Kalinowski,1
Peter I.+Djurovich,1
Jisoo+Moon,1
Harel+Nagar,1
Fabio+Grazioso,1
Jens+Krog,2
Karol+Bartkiewicz,26
Ayelet+Vilan,1
Vishal+Sanwalani,1
Mieke+Gorissen,3
Chaitanya S.+Gokhale,1
Sergio+Cova,1
Hideaki+Ohsumi,1
Bożena+Żywicka-Możejko,1
Martin+Veselsky,1
Ingo+Loa,2
Haiping+Yu,1
Klaus-Dieter+Kortmann,1
Kaspars+Truhins,1
Christopher E.+Wilmer,1
Mario+Casartelli,4
