Name,Productivity
Bela+Bauer,19
Adam F.+Lee,1
Michael T.+Elliott,1
Jens+Klein,3
Mathieu+Cliche,1
Omar+Bobes,1
Kem+Pumsa-ard,1
Gemunu+Gunaratne,3
Fumihiko+Ishida,2
Anjana+V.,2
Miguel Angel+Venegas de la Cerda,1
Matjaž+Payrits,2
Sergio S.+Botelho,1
Alfonso+Sastre,3
Björn O.+Lange,5
Steen+Hannestad,49
Nicholas+Bazin,1
Giorgio+Krstlulovic,1
Michael+Ziegler,1
Krzysztof J.+Kurzydłowski,3
Klaus+Gottstein,2
Frank+Römer,1
Murray J.+Hollis,1
Svetlana T.+Djambova,1
Charles+Figarella,1
Semen L.+Musher,1
Armin+Ridinger,1
José+Gaite,5
Arthur+Matveev,3
Jacek+Pawełczyk,3
Yoav+Kalcheim,3
Oleksandr O.+Chumak,1
Sreela+Datta,1
Abhiram+Hens,1
Charlotte+Kramer,1
Minn-Tsong+Lin,20
Christophe+Minot,5
Vojislav I.+Srdanov,2
James W.+Van Dam,1
Mario+Belloni,1
Jaroslav+Stark,1
Georges+Schwachheim,2
Estia+Eichten,8
William A.+Lanford,1
Masahiko+Ando,1
T. Ould+Ely,1
Martijn M.+Wienk,2
Luis+Lehner,68
Huaisong+Zhao,3
Hajime+Tanaka,92
José+Récamier,2
Ralph+Bray,31
Alexander+Anghel,1
Wesley B.+Ewbank,3
Adam+Olszewski,4
Ralph E.+Simon,2
Shimpei+Matsuura,1
Karl+Joulain,15
Walter+Rieβ,1
José C. N.+de Araujo,2
Jason L.+Evans,12
Peter M.+Rafailov,1
Akio+Yamagishi,1
Kimberley+Kreutzer,1
Matthias+Imboden,1
Goundla+Srinivas,2
Ningning+Xu,1
Michele+Cortelezzi,2
James A.+Elliott,3
Shantilal+Das,4
James+Wing,4
Omid+Ebrahimi,1
Oliver J.+Roberts,1
Guido+Tagliaferri,5
Bradley K.+Alpert,1
Jeronimo F.+Magnan,2
Géraldine+Servant,12
Hwar-Ching+Ku,1
Elliott H.+Lieb,82
Bill+Leybold,1
Ritika+Dusad,1
Yuko+Hayakawa,1
Heike+Arnolds,1
Katharine+Flores,1
Elisa M. Baggio+Saitovitch,1
Sonia+Cafieri,5
Kimitake+Hayasaki,1
Atsushi+Onae,2
Hyungjoon+Shim,4
Matthew C.+Palmer,1
Karl+Martinez,2
Edgar+Knobloch,35
Andre+Jovchev,1
Kamran+Badizadegan,3
Yannis C.+Yortsos,3
Welles Antônio Martinez+Morgado,1
Jeffrey+Lerner,1
Takahito+Fujita,2
Pinaki+Chatterjee,1
József Zsolt+Bernád,7
Hikaru+Morimoto,1
Daniela D.+Doneva,17
Jorge+Machado,2
Harris+Purks,8
Mario+Ruben,2
François+Crépin,12
Roland+Winston,5
Majeed A.+Foad,1
Ernestine+Lee,7
Victor+Matveev,2
Martin L.+Culpepper,1
Valentin+Zauner,1
Saima+Ahmed,2
Udo+Erdmann,3
Jinglei+Meng,1
Matthew+Civiletti,2
Giorgia+Franzó,1
Hassan R.+Sadeghi,1
Igor+Mitkov,15
Hiromi+Kuramochi,2
Byounghak+Lee,7
Christian+Teichert,3
Seungjun+Yi,1
Dennis M.+Kochmann,3
Earl W.+Smith,9
Siegfried+Grossmann,39
Patrizio+Vinciarelli,13
Laurence+Noirez,4
Peter A.+Monson,3
Katherine+Traynor,1
Birger+Stölan,4
Alexandra+Friedrich,8
Jacob+Lucrezi,1
Carlos+Rinaldi,1
Walter C.+Mitchels,2
Álvaro J.+Damião,1
Marja+Hanussek,3
Michael+Boyle,21
Aleksej+Mialitsin,1
Ioan+Vancea,1
Aydin Cem+Keser,3
Henry+Shum,2
Sophie+Essiambre,1
Mikito+Toda,12
Marianne+Bauer,2
J. Adrian+Reyes,2
Siendong+Huang,2
Paz+London,1
Ray C.+Jones,1
Tsutomu+Sawada,3
Roland+den Hartog,3
Dennis G.+Hall,7
Catalin+Popescu,1
Minako+Iefuji,1
Derek+Frydel,9
Vyacheslav V.+Popov,2
Line+Kyhl,1
Ethan P.+Honda,1
Ariberto+Fassati,1
Jack+Smith,9
Pradip B.+Shelke,3
Muriel+Roche,1
William+Duane,26
Naoto+Miyoshi,1
Bill+Moran,6
Erik+Dujardin,3
Alessandro+Seri,1
Sharif M.+Farag,1
Ekaterina+Poutrina,4
Yohji+Achiba,14
Masaya+Nagai,8
Roberto+Zucchini,1
Dennis+Silverman,28
Carlos E. M.+Wagner,25
Isamu+Akasaki,2
Michael+Teter,1
Franklin F. K.+Cheung,11
Kashif+Nadeem,1
Joydeep+Singha,1
Daisuke+Izaki,1
Nadia+Martucciello,2
Szymon+Bauch,10
Dimitri N.+Basov,2
Francesco+de Stefano,1
Shmuel+Fishman,75
Henrik+Lemke,1
Murali+Sastry,1
Kunio+Awaga,18
Petr+Tomeš,1
Krishnakanta+Bhattacharya,1
Mauricio+Carrillo,1
Gianluca+Calestani,1
Jitesh+Bhatt,4
Martine+Ben Amar,20
Roland+Haas,11
Roland+Germann,1
Danila+Amoroso,1
Sonia+Vionnet-Menot,1
Iannis K.+Kominis,1
Timothy+Cox,1
Ilya I.+Fabrikant,24
Lucia+Cavigli,3
Diego+Cohen,1
Ulrich+Brandt-Pollmann,2
Milo W.+Hyde,1
Leon+Danon,4
Phani+Motamarri,2
Nikolay+Malitsky,1
Michael+Kopp,8
Jacques+L'Heureux,2
Dana C.+Kohlgraf-Owens,1
Gustavo A.+Arteca,13
Manuel+Alcamí,4
Valerică+Raicu,2
Michel+Menant,1
Nina+Heinig,1
Evgeny+Sorkin,12
Norbert T.+Porile,51
Partho P.+Sengupta,1
James C.+Ginn,1
Warren+Holmes,1
Marilyn E.+Noz,14
Laurent+Hubert,2
Hans J.+Mang,6
Anvar+Shukurov,6
Ulrich F.+Keyser,4
Jacopo+Nespolo,8
Alexey V.+Shorokhov,1
Deniz+Erta̧s,1
Bernd+Kohler,3
EunJoo+Thompson,5
Mats+Nygren,3
Julia P.+Ostertag,1
Anna+Russian,2
Jiří+Lebl,1
Sébastien+Founta,1
Henrich+Heitmann,1
Ilmun+Ju,4
Nathan+Perchikov,1
Jack M.+Cheyne,2
Guilherme Ferraz+de Arruda,1
Bogdan+Nowakowski,3
Akihiro+Shimizu,4
Raúl E.+Carbonio,2
Styliani+Consta,1
Jukka P.+Pekola,24
Miguel Angel+García-March,1
Jumpei+Ogino,1
Hiroyuki+Ohsumi,7
Ole Bøssing+Christensen,1
Hans+Kungl,5
Glenn A.+Ladinsky,5
Marco+Patrón,2
Zafer+Gedik,1
Naser+Qureshi,1
Julia+Guttmann,1
Amir+Zabet-Khosousi,2
Charo I.+Del Genio,6
Andrea+Giugni,3
Adam M.+Sweetman,1
Christiane+Alba-Simionesco,2
Erin E.+Boyd,1
O. Costa+de Beauregard,11
Ruprecht+Steinhübl,1
Kent G.+Estabrook,1
Anna+Cisek,1
Vladimir+Aksyuk,1
Laurent+Vila,3
Andrey L.+Klavsyuk,1
Gabriel G.+Luther,2
Takahisa+Ohno,45
Igor+Novikov,7
Abdel-Baset M. A.+Ibrahim,1
Tomasz+Sobczak,1
Tadeusz+Pluta,2
Florin D.+Buzatu,1
Claus+Czeslik,1
Yukinori+Nagatani,3
Rik H. J.+Kop,1
Takashi+Sasaki,1
Greg D.+Wall,1
Axel+Krause,3
Nirakar+Sahoo,2
Donald B.+Campbell,1
Dirk+Voigt,2
Louis W.+McKeehan,2
Sebastian+Deffner,18
Hemanth+Dinesan,1
Sergio+Pagano,2
Judith+Harte,2
Warren T.+Ford,3
Georg G.+Raffelt,52
Luigi+Ambrosone,1
Donald W.+Ernst,1
Davide+Embriaco,2
Easwar+Magesan,15
Arthur R.+Williams,3
Denny+Lenormand,1
Kizashi+Yamaguchi,8
W. Craig+Carter,6
Nino+Zanghi,2
Kotoku+Sasagane,1
Claus+Hammerl,1
Alexandra S.+Sheremet,1
Samuel W.+Dapore-Schwartz,1
Daruo+Xie,1
Jörg+Martin,1
Randy R.+Whitney,4
Sahana+Murthy,3
Nicholas J.+Curro,4
Kazumasa+Horigane,1
Steven L.+Guberman,4
Madalina+Colci,3
Igor+Mezić,5
Suresh+Kumar,30
Ioannis+Psorakis,1
Natalie+Arkus,1
Walace S.+Elias,2
Xiaodong+Tang,5
Irina+Brailovsky,1
Arvind+Raghu,2
Melissa L.+Kistler,1
Stefan+Gerhardt,1
Martine+Gautier-Soyer,3
Robin+Bjorkquist,1
Timur V.+Tscherbul,8
Pablo A.+Parrilo,4
Henri+Hay,1
Martin+Wackenhut,1
Anders A.+Johansson,1
V. Udaya Shankar+Rao,1
Annette+Mitchell,2
Mikito+Koshino,49
Hisashi+Inoue,4
Arif Emre+Erkoca,4
Luis F.+Alday,2
Duncan G.+England,8
Hitoshi+Higurashi,1
Jørgen+Koch,6
Aviv+Amirav,2
Paulo Paneque+Galuzio,1
Samson A.+Jenekhe,1
Erik+Watkins,1
Anja+von der Linden,1
Ryuji+Takagi,1
Matthias+Kollosche,1
Elliot R.+Johnson,1
Susumu+Tsukimoto,2
Steffen+Wißmann,3
Yulia+Holenberg,1
Bryan F.+Gore,3
Ingjald+Øverbø,4
Franklyn K.+Levin,4
Leonid+Kruglyak,1
Luis G.+Morelli,9
Yoichi+Nakajima,2
Christoph+Krüger,2
Giovanni Andrea+Prodi,1
Judith+Peters,1
Katsuo+Kurabayashi,1
Carlo+Bernardini,1
Marco+Gibertini,9
Liuyang+Zhang,1
Ferenc+Bodog,1
Andrei+Gaponenko,1
Katsuki+Aoki,6
Louie H.+Yang,1
Lukas+Holzer,2
Ozgur+Sahin,2
Zachary+Anderson,1
Lars+Keuninckx,1
Hiroshi+Nakada,1
Hitoshi+Nakada,4
Seiji+Matsuura,1
Renata Zukanovich+Funchal,2
Ernesto O.+Wrasse,1
Christopher L.+Wirth,2
Giovanna+Dellepiane,1
Patrick+Vogt,5
Carlos+Valero Valdes,2
Jacob R.+Colbert,2
Francisco J.+Gordillo-Vazquez,2
Ingrid L.+Repins,1
Emmanuel+Cottancin,2
Frédéric+Hardy,6
Denis+Tsygankov,2
Mohit+Randeria,61
Nora L.+Maidana,1
Giorgio+Torrieri,35
Kristine M.+Larsen,1
Vincenzo+Berardi,4
Christoph M.+Goletz,1
Yves+D’Angelo,1
Cameron+Tropea,9
Alexey+Gordienko,1
Anirvan+Sengupta,2
Kamil R.+Nasriddinov,1
Pietro+Massignan,11
Olufolajimi+Oke,1
Reinhard+Kienberger,3
H. Gordon+Berry,2
Ateeque+Malani,1
Mira+Todorova,8
Gerda+Fischer,3
William+Poole,1
Ion Olimpiu+Stamatescu,1
Tatsuo+Tsukamoto,6
Robbyn+Trappen,1
Andreas+Isacsson,8
Alexander+Abashian,10
Maciej+Jagielski,1
Renat Kh.+Gainutdinov,2
Hirofumi+Yasuta,1
Igor+Swiecicki,1
Boris+Kayser,28
Sourayon+Chanda,2
Sylvie+Beaufils,1
Toshiaki+Kuroda,1
Armando+Howard,1
Norbert+Herschbach,2
James S.+Hess,1
Hiroki+Sugiyama,2
Stefano+dal Conte,1
Peter B.+Lerner,2
Martin+Servin,3
Andreas+Jost,1
Atsushi+Ishizumi,1
Armando C.+Ferraz,1
Kate+Nixon,3
Elaheh+Pazhoohesh,1
Fazle+Hussain,6
Lorenz von+Smekal,1
Niurka R.+Quintero,33
Pierre+Collet,1
Ilya+Ivantsov,1
Alberto+Hinojosa,4
Michael D.+Borland,1
Divya+Bharadwaj,2
Hiroki+Nagao,1
Muriel+Botey,2
Yasushi+Nanishi,3
Gabriel+Autès,5
Marc J.+Feldman,7
Carlo+Menchini,1
Gianfranco+Spavieri,4
James S.+O'Connell,2
Emil+Polturak,7
Soonyoung+Cha,2
Naoya+Tatsumi,1
Arash+Radmehr,1
Gilles+Caporossi,2
Philip M.+Singer,1
Michael+Hartung,1
Zbyněk+Pawlas,1
Pierre+Noiret,6
Jan+Källne,4
Mathias+Körner,3
Karim+Ansari-Asl,1
Réal+Vallée,4
Matteo+Lulli,1
Sanah+Altenburg,1
Yuki+Matsuoka,1
Michael+Borowski,1
Emma R.+Barney,1
D. Martinez+Heimann,2
Douglas+Scott,17
Darmadi+Kusno,4
Rex T.+Skodje,10
Victor K.+Lamer,2
Harvey S.+Picker,1
Bernard+Derrida,16
François+Copie,1
Kenneth J.+LaGattuta,2
Iddo I.+Eliazar,3
Toshihiko+Tsuneto,5
Péter+Raffai,1
Sébastien+Sart,1
Debraj+Choudhury,5
Joan Manel+Hernàndez,1
Louis C.+Brunel,2
Patrick M.+Buhl,1
Toshiki+Sugawara,3
J. Ruud+van Ommen,1
Anatoliy A.+Savchenkov,9
Michael+Buchhold,8
Kurt+Bräuer,2
Christopher D.+Wallace,1
Claus+Vohwinkel,4
Harvey J.+Brudner,2
Aaron S.+Manka,6
Ivan K.+Schuller,178
Barry J.+Thaler,2
Akshay+Rao,3
Heather+Russell,1
Stephan K.+Piotrowski,1
Lakshmanan K.+Iyer,1
Deepak+Srivastava,23
Arun S.+Bommannavar,1
Sylvain+Gabriele,2
Michael+Greif,1
Michael+Sipser,2
Huagang+Li,5
Chirag+Jhala,2
Ria+Broer,8
Charles H.+Lineweaver,1
Ray H.+Baughman,3
Junsung+Lee,1
Ignacio+Bordeu,1
Nurgul+Habyl,2
William I.+Weisberger,25
Giuseppe E.+Santoro,36
Satoshi+Aoyama,1
Kalpana J.+Kallianpur,2
Ophélie+Caballina,1
Francisco+González Montoya,1
Peter+Schmüser,1
Gregory+Quiroz,5
N. J. Lopes+Cardozo,3
Peter+Beaconsfield,1
Ron+Donaberger,1
Bruce A.+Richman,1
Sylwia+Całus,4
Craig M.+Crenshaw,2
Jack C.+Cheng,3
Shmuel+Osovski,2
Kyle+Lawson,3
Ulrik Ishøj+Søndergaard,2
Hoyeol+Yun,1
Martin+Frank,1
Hiroaki+Kouno,33
Eerik+Reiter,7
Jan+Bogdanski,1
Christopher T.+Lefèvre,1
Vasileios+Gkanis,1
Akira+Asano,1
Marco+Tomassini,7
Mohammad H.+Zare,2
Frédéric+Poineau,1
Nobuhiro+Mitani,1
Alexandre+Nicolas,4
J. Larry+Verble,1
Henrik+Aratyn,2
Jochen+Meyer,1
Timur E.+Gureyev,1
Heinrich+Kurz,4
Kosmas V.+Kepesidis,1
Hidetaka+Satsukawa,3
Marylise+Buron-Le Cointe,1
Yukinori+Tanaka,1
Santosh+Ansumali,15
Fred E.+Harvey,3
Yuta+Murakami,7
Bart+Verberck,2
László+Sasvári,2
Subhadeep+Gupta,16
Matias+Urdampilleta,4
Nathan D.+Lowhorn,2
Pedro+Vidal,3
Amit+Kanigel,13
Domenico+Parisi,1
Prabin+Adhikari,2
Eva+Zimmermann,1
Harriet W.+Allen,4
Gareth+Jones,3
William+Guerin,7
Gabor+Csathy,1
Etienne+Rolley,6
Bikash Kumar+Shaw,1
Jochen+Bammert,4
Dmitri K.+Gramotnev,4
Noriaki+Takagi,16
Antónia+Mošková,4
Jens J.+Mortensen,1
Petr+Čársky,3
Miguel+Quintero,1
Stefano+Gabici,2
Gábor+Balló,1
Roger+Zaoui,3
Michał+Matuszewski,20
Kartik K.+Iyer,14
Gabriel+Dufour,1
Alexander Yu.+Petrov,2
Tomasz+Zawada,1
Shoichi+Maruyama,1
Amena+Begum,1
Peter+Lackner,1
Hidefumi+Takeshita,1
Igor V.+Gerasimchuk,2
Swagatam+Mukhopadyay,1
Kyohei+Ishikawa,3
Lawrence C.+Biedenharn,3
Quirino O.+Navarro,2
Mukeshwar+Dhamala,14
Antoine+Chamoux,1
Gavin+Mountjoy,1
Yasuyuki+Hirakawa,2
Walter T.+Giele,2
Mariko+Terasawa,1
Okan+Tarhan,1
Martin+Andersson,10
Abraham+Marmur,1
Loris+Ferrari,5
Hanhan+Li,2
Yasuyuki+Ito,1
Paolo+Umari,3
Ramiro Garcia+G.,1
Franz+Saija,6
Christopher+Lantman,1
Grant S.+Bromhal,5
James E.+Farrell,4
Beomjoon+Kim,1
Jonathan+Eroms,3
Arnold M.+Guloy,6
Kasimir+Fajans,16
Ross W.+Mair,1
Riley+McGouran,1
Lucia+Ciabini,2
Michael E.+Beverland,2
Paramita+Adhya,2
Jacques+Cloutier,1
Dietrich+Habs,5
Michael+Skotiniotis,3
Carlos E. M.+Batista,1
Santiago+D'Elía,2
Xavier+Urli,1
Sarika Maitra+Bhattacharyya,3
Edwin F.+Northrup,3
Roland W.+Schmitt,3
Y. Ron+Shen,13
Rafael V.+Clarim,1
Natalia+Tomasovicova,1
Hirotaka+Hayashi,2
Samira+Barmaki,3
Clyde W.+Kimball,2
Xinpeng+Huang,1
Yonatan Sanz+Perl,2
J. Fraser+Stoddart,1
Marcello B.+Silva Neto,3
Jooyeon+Kim,2
Stanislav+Chadov,8
Anna A.+Frolova,1
Hideaki+Kudoh,19
Brice M.+Rustad,4
Masami+Yasuda,4
Vyacheslav+Solovyov,1
Andrés+Greco,14
Scott N.+Walck,10
Wayne+Eaker,2
Eduardo+Bittencourt,1
Nobuhito+Onoda,1
Vladimir I.+Kruglov,3
Miguel A.+Cazalilla,13
Binghai+Yan,37
Asle H.+Vaskinn,1
Yohanes+Pramudya,3
Ted+Geballe,1
Shusaku+Hayama,2
Ivan+Božovic,1
Merced+Montesinos,17
Alistair H.+Kean,2
Guillermo García+Alcaine,1
Marcelo R.+de Carvalho,1
Dennis E.+Grady,2
Carlo+Grazianetti,1
James+McEnnan,14
Claudio+Rebbi,28
Corrada+Geraci,1
James W.+McGrath,2
Martin F. H.+Schuurmans,1
Kyril M.+Solntsev,1
Aurélie+Spiesser,1
Yoshio+Kikukawa,9
Huanqiao+Zhang,7
Guillaume+Fiquet,2
Pascale+Auban-Senzier,1
Tomás+Tangarife,1
Steven R.+Dahl,1
Pallab+Basu,6
Zoltan+Haiman,1
Neil A.+Dash,1
Ole H.+Hald,1
Marco+Peccianti,15
Simone+Warzel,2
Edwin+Lim-Lombridas,2
Gérard+Nouet,2
Asaf+Albo,1
Christian+Zielinski,4
Manfred+Lein,27
Jan+Gukelberger,4
Valery P.+Frolov,5
Cengiz+Balkas,1
Michiko+Yonemura,1
Mirko+Schäfer,2
Samuel D.+Harkness,1
Lucia C.+Jahnel,1
Olof+Karis,12
Víctor+Romero-Rochín,12
Carlos+Trallero-Herrero,6
Kensuke+Akamatsu,2
Naoto+Metoki,10
Peter R.+Phillips,7
Eleonora+Villa,1
Stefan+Knott,2
Sudeshna+Sen,3
Nobuhiko+Katagiri,2
Torsten+Karzig,15
Yasuhiro+Matsunaga,2
Harry+Schiff,2
Pedro H. A.+Anjos,3
Jared L.+Johnson,1
Anders+Lundkvist,1
Terrence L.+Reese,4
Bernardo+Jaduszliwer,2
Rashid+Shaisultanov,3
Jordi+Salvado,3
ChuanLiang+Wang,6
Virginie+Coda,3
Khalid+Laaziri,3
Rene+Laufer,1
Enrico+Arrigoni,35
Yoshishige+Tsuchiya,4
Paolo+Paradisi,6
Jerzy+Szpunar,1
Pakpoom+Reunchan,4
Zurab G.+Berezhiani,5
Qiongyi+He,5
Olivier+Hugon,2
Petra+Denk,2
GIANNI+CONFORTO,1
Emmanuel+Guitter,3
Michael H.+Freilich,1
Ashwin A.+Seshia,2
Toshiaki+Suemitsu,1
Jeffrey+Goldstone,12
Laura E.+Wolfsberg,1
Linda+Jarlskog,1
Oleg+Berman,4
Jesús+Maíz-Apellániz,1
Christopher R.+Schleif,3
Felix+Thiel,5
Michael Y.+Hu,13
Marco+Reyes,1
Ryuji+Fujiwara,2
Huajian+Gao,18
Ciro+Taranto,2
Ralf+Quadt,1
Shefali+Kanwar,3
Lorenzo M.+Narducci,17
Baruch+Vilensky,1
Daisuke+Takai,6
Dario+Polli,1
Randel+Cotta,4
Stefan+Weber,3
Jürgen+Zanghellini,1
Antoni+Dymanus,4
Hassan A.+Hafez,2
Jonathan M.+Skelton,5
Michael J.+Longo,36
Jerry+Woodall,1
Jonathan M. M.+Hall,2
Frédérique+Giorgiutti-Dauphiné,1
William S.+Sacks,1
Klaus+Schilling,12
Natalie+Aryasova,1
Michael+Kliemant,1
Mehdi+Balooch,1
Hiroto+Oikawa,1
Şakir+Erkoç,4
Andrea+Testa,2
Alexis+Baratoff,19
Steven N.+Rauseo,2
Masashi+Kuniyasu,1
Pedro+Allendes,1
Florin+Lung,1
Paulsamy+Muruganandam,2
Iti+Srivastava,1
Yoonnam+Jeon,1
Roberto A.+Garza-López,5
Masanobu+Shirai,3
Raimon+Sunyer,1
Andrea+Tesi,5
Guillermo+Hinojosa,1
Fabio+Leoni,3
Alexis+Vandenbon,1
Giacomo Mauro+D'Ariano,4
Jad+Marrouche,3
Jiangang+Zhu,2
Daniele+Rovera,2
Alexandra R.+Heath,1
Eiichi+Yamada,3
Elad+Tomer,2
Konstantin+Zioutas,4
Gerd+Jacobs,1
Alexey+Golovnev,4
Narges+Nikoofard,4
Huakang+Yu,1
Florian U.+Bernlochner,3
Alexander Ya.+Parkhomenko,2
Carsten+Killer,2
Raphaël+Weil,1
Terrence+Jach,16
Nigel D.+Browning,10
Pertti J.+Hakonen,7
Abhijit C.+Mehta,2
Toshiya+Namikawa,9
Masashi+Ozeki,6
Shusuke+Yomo,1
Yasuyuki+Shimura,4
Alona+Zayats,1
Hugo+Gallardo,1
Satoshi+Tohoda,1
Manuela+Todini,1
James J.+Shepherd,7
Vladimir+Filippov,1
Joaquím+Prades,2
Kentaro+Nomura,27
Jesper+Engvall,4
Ethan+Sullivan,1
Andrey+Yachmenev,1
Masaharu+Nagayama,5
Hidekazu+Takahashi,3
Marcio H. G.+de Miranda,1
Tomoko+Sudou,1
Antonio+Cassinese,1
Caroline+Champenois,3
José+Peleteiro,1
William H.+Lamb,2
Rüdiger+Klingeler,3
Jorge L.+deLyra,4
Julie M.+Braam,1
Yasumasa+Ueda,1
Hideki+Hirori,5
Warren+Siegel,14
Hiroyuki+Taniguchi,1
Michael M. E.+Baumgärtel,1
Takayuki+Myo,17
Ryoichi+Tohmon,4
Wagner P.+Pires,1
Sabrina B. L.+Araujo,1
Max L.+Tietze,3
Lister+Mulindwa,1
Dirk+Muehlner,2
Moslem+Zare,1
Tucker+Netherton,2
Bogdan+Baranowski,2
Christopher+Winterowd,1
Christian R.+Ast,21
Peter+Mazur,2
Cris+Montoya,2
Itzhak+Bars,65
Shoichi+Masuda,1
Shingo+Hosoya,1
Micha+Kornreich,1
Nitesh+Kumar,7
Lorenzo+Busoni,1
Jana+Günther,1
William+van Megen,4
Tooru+Taniguchi,14
Takehiro+Nabeshima,5
Maxim+Pospelov,74
Gregory+Kozlowski,1
Tomaz+Urbic,4
Xavier+Mélique,1
Mathieu N.+Grisolia,1
Timothee+Lecomte,2
G. Jeffrey+Snyder,14
Krzysztof+Malarz,4
Renee+Frontiera,1
Pablo D.+Mininni,15
Olimpia+Lombardi,1
Gregory Walter+Horndeski,1
Salvador+Robles-Pérez,1
Connor T.+Hann,1
Julia+Arndt,1
Jyrki+Piilo,19
Stan O.+Schriber,2
Hovnatan+Karapetyan,2
Masahiro+Nomura,11
Francesco+Peronaci,1
Helmut+Rathgen,2
Alexander+Borovik,2
Constantin+Bizdadea,1
Shigenori+Kobayashi,1
Gregory+Mendell,7
Patrick P.+Coppola,2
Giovanni+Preti,3
Mikhail+Tiunov,1
Nikita+Medvedev,3
Victoria+Lapuerta,1
Issam+Quwar,1
Benjamín+Toledo,2
Walter A.+Grosshans,1
Patricia A.+Watson,1
Jeff+McMahon,1
Arti+Dangwal Pandey,1
Pedro+Núñez,1
Larry D.+Partain,1
Jan+Zippel,1
Alexandros+Chremos,3
Igor V.+Shvets,1
Akira+Hamada,1
Max+Ludwig,7
Bernard+Weinstock,10
Andrey+Pereverzev,3
Earl C.+Beaty,4
José Edgar+Madriz Aguilar,1
Charles C.+Harb,3
Birendra+Jha,3
Caineng+Zou,1
Vladimir V.+Yankov,2
Michael+Junk,1
Assaf+Shomer,3
Takashi+Onishi,1
Ercan+Alp,2
Yosuke+Komori,2
Krithika+Dota,2
Kyungmin+Lee,3
GERHARD+SCHWARZ,1
Abdul H.+Mroué,16
Fabio+Trani,3
Ladir+Cândido,10
Johannes+Zirkelbach,1
Masakazu+Sano,3
Emilio+Alba,4
Rahul+Rao,2
Georg+Göppert,7
Karl+Brunner,4
Raphael+Fortes,2
Norman+Tepley,7
Philippe+Sainctavit,7
Stefano+Nicotri,2
Renate+Reiter,1
Andi+Barbour,1
Sabrina+Oppo,4
Antonio+Mandarino,4
Masatoshi+Misono,1
James+Wright,1
Hagai+Eisenberg,1
Till+Bargheer,3
Yuto+Ashida,5
Chih-Jen+Wang,1
Ralph+Menikoff,6
Vinod+Menon,1
Manuel+Kremer,2
Marnix+van der Wiel,2
Francesco+Sanfilippo,13
Johan+Brännlund,2
Diandra L.+Leslie-Pelecky,4
Ephraim+Shahmoon,6
Pearl G.+Weissler,4
Youngwoo+Choo,1
Stefano+Euzzor,2
Jan Philipp+Pade,1
Jianfei+Hua,1
Antonio+García-Martín,3
Arnab+Sen,18
Erlend+stgaard,2
Eiji+Toyosawa,2
Raul+Radovitzky,2
Werner+Schweika,5
Florian R.+Ong,2
Pawan+Pathak,1
Simone+Ferraro,7
Yujiro+Ogawa,2
Dieter W.+Pohl,8
Leonid V.+Poluyanov,1
Akihisa+Matsuda,6
Sunghee+Kim,4
Mohamad+Hamieh,1
Jasprit+Singh,6
Hans-Peter+Tranitz,1
Konstantin+Chukbar,1
Serdar+Elhatisari,4
Aravinthan D. T.+Samuel,2
Michael+Proctor,1
Andrey E.+Lobanov,1
Yasushi+Amako,1
Larry D.+McLerran,12
Arran+Curran,1
William P.+King,1
Sergey+Slizovskiy,8
Yasuaki+Hiwatari,13
Carsten+Raas,9
Helmut+Neufeld,2
Gavin+Llewellyn,1
Jan+Gegner,2
Erdagon+Gulari,1
Patrick+Lefevre,1
Peter V.+Nickles,2
Lev+Lipatov,4
Matthew+McEvoy,1
Klaus R.+Mecke,2
Deano+Farinella,2
Christoph+Salge,1
WILLIAM C.+O'MARA,2
Christine+Gnahm,1
Jeppe V.+Lauritsen,11
Gerhard+Schumm,1
Hideyuki+Abe,1
Dominique+Spehner,2
Mackillo+Kira,1
Alexey+Neelov,1
Hyunkyung+Chun,1
Elisabeth+Agoritsas,4
Sanjay+Krishna,2
Silvia+Viciani,5
Francesco+Ruggiero,1
Erik+Zupanič,1
Anne D.+Lamirand,2
Stefano+Pironio,31
Lisa A.+Browder,2
Keisuke+Hirota,1
Francesco+Pederiva,22
Alexey V.+Yulin,4
Vitaliy A.+Khanadeyev,1
Changkang+Chen,3
Artyom+Petrosyan,1
Wilson A.+Diño,1
Mitsutoshi+Nakajima,1
Wayne W.+Hovis,1
Takayuki+Muro,9
Mohamed M.+Sadik,1
Malcolm J.+Perry,14
Mohammad+Montazeri,2
Dustin J.+Kreft,1
Yanqin+Gai,2
Josep M.+Pons,1
Kazumasa+Ueda,1
V. Alvin+Shubert,1
Leonard+Reed,1
Lyuba+Malysheva,6
Yusuke+Furukawa,2
Azadeh+Moradinezhad Dizgah,2
Andrzej+Czachor,3
Kazimierz+Rza̧ewski,15
Michael E.+Bacon,2
Kiyoshi+Kamimura,13
Natalia+Del Fatti,2
Fred+Scire,1
Werner F.+Pohlner,1
Samuel+René de Cotret,1
Regine+Frank,3
Peter van+Nieuwenhuizen,1
Jan+Paul,1
Gerhard+Schunk,1
Fabio+Bonaccorso,1
Julien+Claudon,5
Arshdeep+Kaur,7
Gustavo A.+Dussel,2
Baptiste+Percier,2
Jack+Laiho,8
Masanori+Otobe,1
Roger J.+Cashmore,1
Rosemary T.+McGinnies,6
Yoshihiro+Nakagome,1
Carlos+Lobo,10
Brijesh+Kumar,19
Dana L.+Mock,2
Neal E.+Reid,2
Ladislas+Goldstein,2
François+Pétrélis,8
