Name,Citation Count
Gianfranco+Chiarotti,9
Harmon+Aronson,44
Roland+Bastardis,14
Ivan+Capraro,9
Yeonsei+Chung,3
Magnus+Jändel,57
Antonio+Cardoso,43
Ralph+van Gelderen,38
Peter N.+Saeta,55
Fabrizio+Tavecchio,4
Zinkoo+Yun,2
Masao+Ohta,52
Alessandra S.+Barbosa,0
Christelle+Dupas,4
Patrycja+Jaros,6
James P.+Buban,30
Dario A.+Arena,14
Mirah+Gary,0
Vasilis+Niarchos,25
Hélio+Chacham,95
Takuei+Ishikawa,6
Grunde+Løvoll,96
Yukihiro+Ota,110
Ryusuke+Jinno,11
Yukio+Morii,57
Peter I.+Ravikovitch,21
Abraham Moyses+Cohen,11
Anushya+Chandran,299
Tadashi+Yamada,15
Jonas+Fölling,473
Manfred A.+Hellberg,1
Makoto+Tachibana,102
Jason+Diefenbacher,11
Hannes+Maier-Flaig,7
Mario+Halim,4
Martin+Hof,0
Eduardo+Fradkin,4358
Shirley+Chiang,149
James+Downes,14
Marek+Franaszek,63
Masafumi+Fukuto,109
Alessio+Gizzi,1
Pablo+Sisterna,0
Alain+Delgado,10
Muhammad Ajmal+Choudhary,1
Ildefonso+Leon-Monzon,1
Satoshi+Kokado,6
Donald G.+Hare,0
Philip B.+Allen,2046
Munir+Nayfeh,2
Jinshuang+Jin,39
Stéphane+Zaleski,225
Luiz Gustavo+Cançado,8
Oleg V.+Lebedev,4
Natalia+Korsakova,10
B. William+Choi,2
Timur+Delahaye,20
Alexander+Galperin,24
Kenji+Koga,63
Frederic+Gretsch,4
Søren+Fournais,0
Patrick+Voss-de Haan,12
Shigeru+Wajima,9
C. H. Douglas+Clark,0
Jorgen+Kjems,7
Zorica V.+Djordjevic,52
Matteo+Sandri,29
Sorin+Solomon,62
Peter V. E.+McClintock,6
Jesús+Maza,4
Klaudia+Kleczkowska,7
Hideki+Takeuchi,1
Roberta+Camerini,3
Wojciech+Wasilewski,241
Cedric+Horvath,18
Tommaso+Biancalani,49
Dragomir+Davidovic-acute,21
Safia+Benkoula,1
Johan H.+Mentink,5
Douglas+Fay,1
Djemoui+Bouzidi,13
Jayanta K.+Bhattacharjee,342
Wayne+Maurer,10
Alexis+Falicov,97
Sambit Bikas+Pal,4
Jürgen+Klier,10
Leonid+Rybak,48
Asja+Jelic,3
Martin M.+Block,112
Maxime+Roger,1
Noel T.+Nuhfer,0
Mikhail V.+Popov,1
Mattias+Palsgaard,1
Duncan A.+Morris,11
Michael+Pretko,0
Keith M.+Glassford,141
Paola+Benassi,1
James J.+Huntzicker,1
Yuusuke+Yamaguchi,0
Charles+Guillaud,52
César+Magén,7
Brett A.+Sexton,20
Volodymyr N.+Bugaev,3
Ämin+Baumeler,2
Peter+Schattner,21
William A.+Blanpied,53
Tsou+Sheung Tsun,31
Louis+Yang,31
Javier E.+Satulovsky,32
Niayesh+Afshordi,338
Guillaume+Duchateau,11
Alix+Cajgfinger,3
Francesco+Zonta,0
Yaping+Liu,0
Martin+von Kurnatowski,0
Javad+Komijani,1
Stefano+Bonaccorsi,1
Fabrizio+Castellano,39
Edgar M.+Blokhuis,15
Matthias-René+Dachner,23
Hooman+Hassanzadegan,0
Dmitry+Smirnov,46
Alicia M.+Jackson,5
William J. W.+Miller,0
Stephane+Goriely,4
Caterina+Ducati,0
Peter+Zavalij,26
Peter A.+Duine,10
Koji+Sumino,4
Iliya+Todorov,8
Gösta W.+Funke,14
Yongjoo+Baek,11
Raimund+Feifel,14
Petros S.+Ntoahae,0
Tomoki+Sueyoshi,7
Eduardo+Flamenco,0
Graham+Frye,649
M. Kamrul+Hassan,9
Heiner+Linke,103
Hans-Peter+Eckle,9
Goran+Gasparovic,6
Mariano+López de Haro,5
Michiko+Yamana,2
Claus+Falter,99
Branislav K.+Nikolić,473
Gregory+Sivashinsky,1
Ujjwal+Sen,695
Kazuhiro+Maeshima,21
Vladimir Z.+Vulović,19
Xiaonan+Wu,8
Ardian N.+Atmaja,0
Clodoaldo+Grotta-Ragazzo,0
Nima+Taghavinia,0
Jorge+Osorio-Guillén,34
Lewis H.+Nosanow,64
Jack R.+Tessman,486
Maurizio+Martinelli,0
Michiaki+Bunno,0
Katsuhiro+Uesugi,1
Saburo+Miyake,6
Małgorzata M.+Szczȩśniak,0
Barry C.+Walker,36
Ahmad+Shariati,3
Alexandre+Aubry,48
Sheldon L.+Stone,11
Elijah+Bogart,0
Shinsuke+Fujioka,9
Olivier+Verdier,0
Achim+von Keudell,5
Cristina+Wiecko,7
Odd E.+Andersson,18
Adán+Ramírez,7
Melvin+Eisner,0
Mircea+Crisan,7
Anoop+Prasad,25
Dino+Osmanovic,0
Eldad+Gildener,259
Erich A.+Farber,0
Ohle+Claussen,0
Julia+Yan,1
J. Sans+Aguilar,0
Masayuki+Oyamada,66
Saar+Rahav,246
Sushil+Satija,10
Takahiro+Misawa,74
Tzu-Chieh+Lin,0
Klaus+Schwidtal,6
Fabian+Jansen,10
Youngman+Kim,94
Nikodem+Szpak,14
Edwin R.+Jones,118
Keith+Griffiths,7
Andrii+Iurov,3
Nathan K.+Johnson-McDaniel,84
Naoko+Arimitsu,1
Guangcun+Shan,19
Mikko P.+Haataja,5
Andrea+Insinga,0
Iván Campos+Silva,15
Mitsuyoshi+Saito,5
Frank+Weber,0
Bruce J.+Gluckman,100
Eamon+McDermott,1
Maura+Cesaria,0
Mauricio+Girardi,2
Yukiko+Umemoto,1
Charles Z.+Marshak,0
Hisao+Ishii,74
Kurt+Maute,15
Flávio S.+Coelho,7
Koichiro+Umemoto,91
Steven+Berkebile,1
T. Pal+Majumder,1
Emmanuel+Serié,2
Matthew P. A.+Fisher,11931
Steven+Brawer,7
Maryse+Maugey,2
Lucía+Cabo,49
Vincent+Tagliamonti,4
Gert+Denninger,7
Pintu+Das,2
Michiko+Nakayama,3
Martin+Ammon,2
Douglas A.+Smith,29
Pavel+Kalugin,15
Claudio+Arenas,5
Rémi+Dreyfus,25
Rodrigo G.+Pereira,132
Raymond Y.+Chu,0
Bernard+Sadoulet,28
Jacques+Bonvoisin,27
Jafar+Esmaili,4
Juergen+Hinze,3
Meelan+Choudhari,0
Ivan+Collier,7
Josef+Humlíček,40
Stefano+Leoni,43
Cory+Hawley,0
Ronnie+Hoekstra,2
CunLin+Zhang,6
James H.+Davis,0
Abigail+Hunter,2
Peter K. S.+Dunsby,130
Jungang+Huang,1
Igor A.+Shovkovy,456
Steffen+Schuler,2
Natarajan+Chandrasekhar,0
Krzysztof+Jachymski,34
KyeongJae+Cho,3
Yosuke+Watanabe,16
Hesam+Soltanpanahi,28
Rossella+Cosso,0
Ikaros I.+Bigi,13
Olivier+Louisnard,3
Carolina+Mendoza,2
Suman+Sarkar,1
Hans+Geissel,11
Nataly Q.+Chen,0
Kayhan+Ülker,10
Chris W.+Rella,19
Evgeni+Popov,14
Shahar+Rinott,44
Jinho+Yang,2
Kjell+Aleklett,18
Matthijs P.+De Haas,5
Kento+Kokubu,18
Masayoshi+Fujihala,2
Masa-aki+Hashimoto,17
Arvind+Singh,0
Frank+Rohmund,11
Etienne+Wamba,13
William S.+Cooper,48
Eugenia+Kumacheva,6
Mohini+Rawool-Sullivan,9
Hema+Ramachandran,4
Benno+Willke,2
Ariel+Bruner,2
Sébastien+Bize,148
Christian J.+Shultz,12
Toshio+Azuma,6
Julien+Arlandis,0
Krisztián+Kertész,14
Sylvain+Prolhac,2
Trevis A.+Crane,7
Andrea+Atrei,8
Amitabha+Bose,6
Giovanni+Nisato,3
Ramón+Huerta,115
Anders+Odell,0
Luzi+Bergamin,8
Rogier+van Loo,7
Kengo+Deguchi,2
Noriyuki+Aizawa,41
Nail L.+Asfandiarov,0
Eduardo+Martín-Martínez,496
Jungchul+Kim,2
Matthew+Blain,2
Alexander+Herbig,0
Kathrin+May,1
Annica+Black-Schaffer,0
Tiago+Debarba,17
Adam P.+Tucker,9
Torla Haji+Hassan,0
Alexander+Stoffers,16
Etsuko+Toyoda,6
Manuel A.+Valle Basagoiti,26
Mohamed+Fayed,2
Keld T.+Lundgaard,20
Edson C.+Nogueira,0
Raviv+Perahia,8
Rudolf+David,228
Gábor+Sárosi,12
Ethan+Schonbrun,13
Kumiko+Hattori,8
Diego+López González,3
Paolo+Aschieri,14
Emmanuel F.+Penka,27
Gabriela+Ochoa,0
Boris+Gorshunov,7
Federico+Demartin,7
Charles R.+Yarger,18
Yosuke+Akita,0
Theo H.+Stoof,4
Franklin B.+Shull,194
Ajit Iqbal+Singh,0
Jonas+Mureika,16
Rider+Jaimes-Reategui,0
Valérie+Potin,0
Christoph F.+Uhlemann,0
Gerald J.+LAPEYRE,8
Neal+Graneau,1
Norman A.+De Bruyne,4
Kostya+Shundyak,79
Elena+Bykova,14
Lucie+Nataf,22
Alexandr V.+Avdeenkov,54
Eiji+Ohtani,0
Michael P.+McCumber,5
Kannan N.+Premnath,26
Matthias+Mentink,0
Joshua J.+Friess,32
Miguel+Avalos Borja,3
Ioannes+Rigas,3
Shambhu+Ghimire,59
Christophe+Gatel,3
Tomoaki+Niiyama,12
Martin+Wieczorek,0
Martin+Fürst,69
Claudine+Goldbach,3
Andrea+Parmeggiani,117
Christian D.+Santangelo,81
Alberto+Marmodoro,3
Kenji+Ema,67
Rudolph+Larsen,4
Amandeep+Kaur,7
Patrick J.+Cutler,2
Laurent+Ducasse,4
Dubravka+Matković Čalogović,1
Yusuke+Ohno,25
XiaoLei+Hao,41
Chunhai+Ji,14
E. G. Peter+Rowe,11
Jonathan+McKinney,1
Martin+Sauzade,2
Himadri+Barman,0
Evgueni+Bourovski,2
Jisuo+Wang,17
Marissa+LaMadrid,43
Robin+Huang,3
Alain+Béliveau,0
Jos H. T.+Rohling,5
Donald E.+Parks,2
Teijo+Lehtinen,86
Boris+Toperverg,2
Stéphane+Belin,63
Alessandro+Tani,28
Donald M.+Slager,6
Younjung+Jo,0
Mikhail A.+Kats,3
Nicoletta+Sterpi,20
Amritanshu+Palaria,1
Cristiano+De Michele,34
Amir+Akbari,0
Gustavo+Saracco,18
Jorge+Casalderrey-Solana,109
Howard D.+Greyber,0
Russell M.+Pitzer,6
Willard J.+Fisher,6
Lars+Weller,2
Dmitry+Gorbunov,68
Pavel+Augustinský,31
Antonio+Sarmiento G.,1
Julie M.+Leiston-Belanger,8
Emanuel+Gallo,12
Matthew F.+Schmidt,24
Sunam+Kim,2
Alok K.+Pan,3
Norbert F.+Scherer,26
Sergey+Syritsyn,9
Kamal Lochan+Panigrahi,1
Vanessa S.+Leite,5
Yabin+Jin,1
Gessler+Hernandez,119
Sofie Louise+Kragh,25
Santiago+Perez Bergliaffa,25
Katja M.+Taute,10
Yoshinori+Kitajima,0
Jeffrey T.+Paci,14
Vivek+Mehrotra,0
Fumiko+Kawazoe,10
Michiko+Inoue,5
Sebastian+Krug,0
Carlo Alberto+Veracini,2
María M.+Valado,5
Gösta+Brogren,2
Zoran L.+Mišković,5
Francesco+Lissandrin,2
Werner W.+Schmidt,4
Miron+Derchansky,2
Dmitry+Reznik,3
Steven+Rodan,10
K. B. Vijaya+Kumar,0
Lucia+Reggiani,20
Scott D.+Friedman,10
Werner M.+Kistler,1
Mio+Murao,100
Jacques+Prost,916
Yoav+Bergner,15
Martin G.+Zimmermann,14
Bruno+Grossmann,111
Teresa+Bautista,0
Tadayuki+Suzuki,20
Rodolfo+Del Sole,865
Rebekka+Burkholz,0
Mattia+Colombo,10
Hamid+Ebrahimi,0
Alexander+Chao,9
Peter+Petijevich,7
Élie+Raphaël,1
Per E. M.+Siegbahn,3
Keiji+Doi,0
Nestor+Matthews,2
Dirk+Fuchs,17
Yoshihito+Ito,1
Stefano+Lepri,432
Shinya+Odori,0
Stanley+Engelsberg,90
Abyayananda+Maiti,1
Fabrizio+Carbone,27
Romain+Parret,0
Diana Y.+Qiu,119
Flavio+Zamponi,1
Franz R.+Aussenegg,45
Nicholas B.+Schade,4
Tamio+Oguchi,308
Emidio+Gabrielli,118
Tobias+Fredlund,3
Jagannathan+Gomatam,1
Charles E.+Brient,4
Oliver+Seitz,3
Christopher J.+Lüscher,3
Niels+Strohmaier,172
Frank O.+Schumann,9
Antonio+Scotti,22
Andreas+Hall,3
Philippe F.+Smet,1
Ümit+Turgut,2
Carlos+Mejía-Monasterio,183
Susanne+Hoffmann-Eifert,0
Christian+Dietrich,12
Carina+Faber,43
Soumyajit+Sarkar,39
Gunter+Gerbeth,196
Alberto C.+de la Torre,0
Norbert+Fröhlich,1
Dyan L.+McBride,1
Dmitry A.+Karpeev,34
Michael+Benzaquen,1
William E.+Vaughan,2
Anatoliy O.+Pinchuk,0
Tamás A.+Tóth,53
Claudio+Masciovecchio,0
Kip+Bishofberger,18
Eduardo+Grossi,11
Yusuke+Kageyama,0
Philip J.+Ryan,49
William R.+Stratton,10
E. Stefan+Kooij,17
Joaquin F.+Rodriguez-Nieva,0
Ranjana+Prakash,4
Marco+Nizama,0
Luca+Razzari,0
Fred P.+Adler,12
Sydney+Bloomenthal,4
Sangita+Bose,38
Nairwita+Mazumder,4
Luis Miguel+García,19
Andrzej P.+Kądzielawa,0
Mathieu+Fèvre,11
Rebecca+Surman,41
Pushpa+Khare,2
Luis G.+Cabral-Rosetti,0
Sergey+Lisenkov,44
Manuel+Valle,0
Tohru+Gemma,1
Sümeyra+Güler-Kılıç,2
Lilach+Goren,21
Martin+Hamar,58
Christian+Kokail,0
Hans-Beat+Bürgi,11
Agus+Subagyo,0
Jungchul+Lee,0
Florian+Figge,1
Adela+Muñoz-Páez,6
Yasuhito+Zohta,11
Yuu+Takezoe,8
Julia A.+Thompson,12
Adrian+van Kan,0
Anuradha+Misra,63
Hiroki+Shibayama,0
Dermot+McPeake,12
Alexei+Vladimirov,5
Marco+Casadei,11
Michael L.+Ioffredo,52
Ora+Wolman,12
Heinrich G.+Frey,12
Rik S.+Koster,0
Tapio+Luttinen,0
Ajeet K.+Sharma,3
Felix+Trier,0
Dmitry A.+Garanin,7
Marie-Anne+Arrio,8
Francisco J.+Lázaro,110
Houssem+Kallel,23
Leonardo A. B.+Tôrres,5
Paola+Prete,1
Bartosz+Szczesny,2
Christoph A.+Stephan,3
Ashutosh Kumar+Alok,87
Dennis M.+Dimiduk,1
Piotr+Masłowski,12
Marsha+Weaver,28
Akira+Takada,15
Atsuo+Fukuda,313
Lutgard C.+De Jonghe,3
Joyce+Schachter,4
Emilio+Scamporrino,0
Charles H.+McGruder,2
Milind N.+Kunchur,178
Stephan+Schartner,18
Vadim+Evtikhiev,6
Holger R.+Dullin,9
Asrar+Ahmed,0
Christian+Duval,25
Theodoros+Gaitanos,3
M. Al+Ohali,1
Atsushi+Okazaki,26
Joan+Cembrola,1
Tony+Blake,7
Dennis Valbjørn+Christensen,0
Marc+Rabiet,13
Christiane+Laermans,22
Jordi+Prat-Camps,4
Carmen+Galassi,8
Steffen+Liepelt,17
Wieslaw+Krolikowski,564
R. Stewart+McWilliams,0
Jeffrey G.+Rau,143
Graeme R.+Sarson,6
Cyril+Cichowlas,24
Amit+Goyal,7
Paula+Tuzón,44
Roberto+Corvaja,1
Kazi A.+Reza,1
Tatyana E.+Konstantinova,1
Yehuda+Eisenberg,65
Marco+Gherardi,1
Harald+Ditlbacher,57
François+Hommeril,1
Boris+Brkić,2
Yevgeny+Moskovitz,0
Christine+Hieke,16
Harold E.+MacDonald,32
Bernard T.+Feld,601
Bogdan+Damski,490
Karl+Bane,16
Ernesto+Cota,85
Rajni+kant,1
Shinichi+Mitake,113
Vesa+Apaja,11
Rodrigo+Aros,160
Rediet+Abebe,25
Ilan+Breskin,18
K. L. Vander+Sluis,8
Masakazu+Fujii,0
F. Leslie+Code,28
Sundaram+Balasubramanian,7
Orlando+Oliveira,29
Peter E. R.+Blanchard,2
Zoltán+Keresztes,80
Oleg V.+Gritsenko,45
Haimanti+Chakrabarti,0
Andrea+Marini,715
Angel+Paredes,43
Carsten+Kentsch,18
Norio+Akaiwa,41
A. M. Ponte+Gonçalves,5
Zurab+Tavartkiladze,55
Corentin L.+Bertrand,0
Liviu F.+Chibotaru,78
Haeshim+Lee,10
Germano S.+Iannacchione,201
Albert+Kung,10
Paramjeet Kaur+Gumber,3
Naoto+Nishizuka,1
Sara A.+Majetich,2
Vsevolod+Ivanov,3
Sabrina+Relaix,2
Alexandra S.+Landsman,43
Matteo+Baistrocchi,55
Mikio+Iizuka,35
Raquel+González-Arrabal,0
Blanca+Hernando,2
J. Enrique+Díaz-Herrera,0
Erik M.+Rauch,3
Nissan+Spector,2
Samaresh+Guchhait,17
Christel+Horriar-Esser,11
Ilaria+Taurasi,13
Mauro+Mantega,10
Harry+Pfeifer,8
Yiannis+Proestos,13
Bruno+Zotter,36
Dominique+de Ligny,13
Knud Aage+Mørch,2
Bahman+Anvari,0
Nozomi+Maeda,0
Rex G.+Liu,1
Marco+Falcioni,11
Patrick J.+O'Donnell,198
Jerrold E.+Marsden,15
Chris+Gross,0
Rémy+Mosseri,418
Ivan+Andrianov,1
Brain W.+Dodson,2
Per+Stoltze,101
Behnam+Javanparast,15
Dougal G.+McCulloch,1
Oliver E.+Dial,4
Erez+Michaely,7
Ahmed H.+Hussein,4
Yoshihiro+Ishitani,3
Keiko+Murano,53
Loïc+Journel,5
Lauraine A.+Dalton,0
Masafumi+Saito,8
M. Grae+Worster,1
Williams+Savero Torres,2
Pierre+Lacock,12
Adam+Falkowski,186
Patrick Z.+El-Khoury,0
Gerda+Wegener-Penning,1
Jaehong+Park,11
Luisa G.+Jaime,11
Matthias+Böhringer,36
Prachi+Chandrachud,4
Victor+Malka,59
Kazuo+Sasaki,55
Markku+Kuittinen,6
Yochai+Werman,2
Kirti+Ranjan,5
Zlatko+Tesanović,14
Peter+Olivius,36
Emmanuel+Petitgirard,86
Zack+Yoscovits,0
Denis+Aslangil,0
Tetsuo+Sakka,5
Kurt+Sundermeyer,8
Douglas W.+Broege,5
Milton+Bergstein,0
Annette+Aiello,0
Ekkard+Schnedermann,244
Vladimir+Sliwko,45
Junwoo+Son,35
Katsuyuki+Nakanishi,7
Peter+Richter,1
Martin T.+Barlow,4
Pegah+Zolfaghari,1
Michael+Himpel,2
Alberto+Crepaldi,60
Surendra Singh+Negi,3
Daniela+Alic,84
Hendrik+Ehrhardt,0
Leah+Kanner,5
Philippe+Durand,19
Javier+Praena,0
Eduard F. C.+Driessen,3
Uta+Schlickum,4
Arend+van Silfhout,5
Peder+Moller,1
Petr I.+Pronin,8
Nicolò+Beverini,8
Igor M.+Dmitruk,3
Harishankar+Manikantan,0
Hideo+Iwasaki,8
Enrico+Segoloni,5
Ashwani K.+Tiwari,0
Byeongwon+Kang,20
Koen+Kemel,1
Florence+Jolly,25
Susan+Friedlander,3
Cynthia J.+Jenks,7
Rima+Budvytyte,3
Masaru+Kawakami,0
Itamar+Shamir,11
Michel B.+Martin,0
Keith R.+Weninger,57
Mustafa+Sarısaman,22
Baliram+Prasad,1
Claude+Guet,16
Robyn+Campbell,2
Manuela+Garnica,0
Alain+Cornet,6
James+Brooks,3
Marc+Lilley,29
Cristiane G.+Roldão,1
Whittak+Huang,10
Nelson O.+Moreno,3
Gerardo J.+Escalera Santos,39
Steve+Gilbertson,138
Gabriel+Villar,4
Philip J.+Bendt,81
Zahirul+Islam,23
Altug+Ozpineci,17
Owen Pavel Fernández+Piedra,2
Christian+Maes,221
James+Osborne,43
Seiya+Nishiyama,0
Christophe+Caloz,3
Terence J.+Wieting,5
Lorenzo+Rovigatti,20
Daisuke+Fujita,46
Lyle E.+Muller,0
Sandrine+Ithurria,9
Carlos A.+Avila-Orta,2
Yasuyuki+Kanai,1
Satoshi+Koike,38
Baldwin+Robertson,324
Tomas+Ekeberg,3
Christina J.+Hood,39
Cornelius+Grossmann,2
Ümit+Temizer,8
Hidenori+Tanaka,0
Kazuhiro+Ikeda,4
Sydney J.+Ulvick,1
Tova+Feldmann,156
Kumar+Atmjeet,7
Jason Cornelius+Pillay,3
Sverre+Holm,1
Alexander A.+Klyachko,80
Takayuki+Negami,1
Poul+Olesen,107
Matthew+Trevers,49
Luca+Giuggioli,1
Dmitrii O.+Kharchenko,0
Jayeeta+Chowdhury,1
Julien+Godet,9
Dieter+Plachke,2
Christian+Thomsen,103
Yannic+Utz,2
Susan+Perkin,10
Alexandre+Ardelea,55
Matthew H.+Matheny,19
Yoji+Ohashi,270
Yoshiaki+Ito,27
Florian+Löhl,6
Maha+Saadi,6
Abhisek+Samanta,0
Hirohito+Ogasawara,27
Peter+Bøggild,0
Costas M.+Soukoulis,259
Igor+Belykh,47
Matthew T.+Hummon,110
WILLIAM E.+SPICER,44
Antara+Pal,0
Gregory+Schehr,36
Markus+Gräfe,8
José+Zurita,69
Silvia+Scalese,2
Darrell O.+Huwe,138
Krzysztof+Brzozowski,1
Marco+Carmignotto,2
Peter+Wagner,47
Fulvio+Zonca,15
Ronald L.+Jacobsen,34
Matthew+Headrick,71
Matthew P.+Halsall,12
Jacek+Pliszka,10
Argha+Deb,26
Tirthankar+Dutta,4
Federico+Chella,0
Tommaso+Zanca,0
Christian K.+Fink,0
Christopher+Briscoe,32
Adam+Coogan,2
Hiroki+Hibino,63
Daniele+Rinaldi,0
Chris+Ness,8
Marshall Y.+Carpenter,7
Oleksandr V.+Sinitsyn,1
Keiji+Sawada,4
Jerzy+Wróbel,0
Garry T.+Smith,2
Juha+Koivisto,11
Iain+Wallace,4
Jonathan+Andreasen,31
Maciej M.+Maśka,108
Jiří+Podolský,70
Sukanya+Mitra,24
Didier+Mathieu,0
Harold+Steinacker,11
Florian+Dolde,60
Matthias+Scheffler,4121
Bernard+Piller,2
Beth A.+Huggins,2
Günter+Reiter,206
Henry+Levinstein,18
Saikat+Banerjee,0
Tonya L.+Kuhl,0
Julia+Sakowitz,0
Jimmy+Philip,8
Sergey N.+Barilo,1
Henning+Marciniak,5
Beth A.+Lindsey,16
Jukka+Pekola,36
Marco+Lazzarino,36
Charles Y.+Prescott,8
Mahbub+Majumdar,11
Uroš+Kostić,4
Melvin+Reier,21
Ulrich+Blasum,20
Amanda S.+Barnard,0
Jorge B.+Sztrajman,0
Biplab+Goswami,6
Hélène+Dupuy,12
Markus+Klinsmann,1
Krzysztof+Roszkowski,1
Ralph+Butler,18
Kirill G.+Denisenko,5
Max+Bonnefille,0
Matthias F.+Kling,35
Roberto+Rusconi,17
Aihua+Xie,50
Bartek+Kardasz,0
Ashley+Fidler,0
Ryuji+Itakura,1
José L.+Trueba,15
Tadao+Okabe,1
Sitaram S.+Jaswal,61
Ted+Norris,2
Luis M.+Pereira,0
Fausto+Borgonovi,106
Axel+Schatz,82
Komalavalli+Thirunavukkuarasu,3
Wilfredo+Ibarra-Hernández,1
Nigel T.+Bishop,191
Luca+D’Alessio,73
Jelmer J.+Renema,4
Ophir+Flomenbom,12
Diana+Farkas,7
Andrzej M.+Oles,20
Nianhuan+Chen,2
Julien+Bel,5
Fong+Yin Lim,3
William L.+Miller,3
Davide+Vodola,30
Björn+Wehinger,2
Leonardo+Vanni,0
Hironari+Miyazawa,90
Clifford+Tureman Lewis,1
Hanako+Isshiki,6
Shahab+Zorriasatein,3
Yoshihisa+Iwashita,4
Andreas+Burtzlaff,2
Enrique+Arias,1
Nengjiu+Ju,36
Roger L.+Martz,0
Miranda C.+Holmes-Cerfon,7
Haim+Weissmann,0
Isaac A.+Hubner,2
Jérôme+Faure-Vincent,0
Dirk+Obergfell,4
Sharon+Bone,4
Oskar+Asvany,7
Vinayak P.+Dravid,7
Shahab+Naghavi,6
William D.+Crozier,12
Michael D.+Thompson,39
Hirosuke+Matsui,0
Hariharan+Srikanth,5
Lutz+Waldecker,2
Atanu+Dey,12
Ileana+Iftimia,12
Michael+Atkins,10
Elizabeth M.+Lupton,0
Douglas D.+Osheroff,34
Morten+Bache,37
Ulrich+Langenfeld,21
Rémi+Pollès,2
Avirup+Shaw,14
Emerson B. S.+Corrêa,0
Walter M.+Augustyniak,24
Hynd+Remita,0
Charles F.+Majkrzak,103
Iain+Stewart,17
Sadhna+Singh,7
Dmitri+Kovalev,42
Ramesh+Bhandari,6
Cynthia+Stephens,30
Wim+van Dam,126
Christian+Klein,12
Pilsung+Kang,10
Drew+Elliott,1
Irina+Sushko,2
Clayton S. G.+Kilmer,0
Julius+Kayser,0
Felix R.+Graf,21
Murat M.+Kaskulov,71
Markus+Finkemeier,54
Rae+Stiening,34
Bernard+Riemann,0
Sara+Gasparoni,221
Andreas+Reiserer,71
Alexander A.+Penin,152
Xinbing+Wang,8
Davide+Valentinis,7
Yuta+Okuno,8
Scott+Willenbrock,232
Bernard+Willers,7
Deepak+Garg,3
Harold B.+Cutter,0
Christopher K. R. T.+Jones,24
Gin-yih+Tsaur,10
Hyunwoo+Lee,56
Barbara+Lavina,3
Benedict+Carson,5
Christophe+Galland,123
Sameer+Walawalkar,28
Vladimír+Lisý,0
Germar+Schlegel,27
Wilfried+Rabaud,25
René M.+Overney,21
Hiroaki+Nishioka,8
Carlo A.+Trugenberger,50
Jackson J.+Loomis,34
Reinhard+Morgenstern,32
Germán Sierra+Rodero,4
Krishnendu+Mukherjee,14
Xuelei+Chen,352
Boris+Kryzhanovsky,11
Dmitry A.+Bykov,0
Alessandro+Maccarrone,15
Jonathan P.+Reid,0
Huy Nguyen+Le,19
Grzegorz+Kamieniarz,5
Joan M.+Freeman,60
Frank L.+Lederman,28
D. W. Capone+II,33
Cynthia L.+Kelchner,82
Reijiro+Fukuda,43
Alejandro+Conde,2
Giuseppe V.+Bianco,0
Bachir+Moussallam,15
Yves+Quiquempois,1
Ron K.+Unz,2
Reuben+Thieberger,22
William E.+Wiesel,11
Hideaki+Kano,5
Kalevi+Valli,106
Ingo+Opahle,150
Shinya+Suzuki,2
Xinye+Xu,64
Claudette+Rigaux,19
Evan S.+Snyder,6
Michael R.+Philpott,26
Sahar+Bahrami,20
Takumi+Ohta,0
Shinsuke+Fujiwara,4
Giuseppe+Ruoso,18
Shintaro+Hoshino,69
Włodzimierz+Godłowski,32
Reza+Saffari,11
Hajime+Torii,10
Leandro O.+Nascimento,8
Dietrich+Klakow,42
Grzegorz+Goryl,0
Fernando+del Río,0
Satoshi+Ishikawa,0
Weiqiang+Yu,136
Koji+Kurata,13
ENRICO+Fermi,398
Armandas+Balčytis,0
Monpichar+Srisa-Art,3
William H.+Mattheaus,5
Dilip K.+Bhadra,5
Arthur H.+Muir,12
Albert+Feldman,47
Gerard Lagmago+Kamta,22
Susumu+Sugiyama,0
Ralitsa L.+Dragomirova,10
Francine P.+Coheur,0
Marvin+Abraham,18
Francesco+Marini,3
Malcolm E.+Ennis,26
Pedro+Gandra,10
Natalia V.+Lisitza,3
A. Reza+Rastegar,6
Abhijit+Hazarika,2
Jasper+van Wezel,94
Igor I.+Potemkin,9
Michel+Muller,6
Michio+Matsuzawa,297
Akira+Furukawa,99
Bluma+Dukesz,0
Mohammad+Samiullah,2
Peter+Schäfer,1
Lorenzo+Sanchis,15
Peter P.+Orth,184
Matthew R.+Semler,3
Alexander L.+Nazaryev,17
Salman+Beigi,2
Fritz+Caspers,16
Mario+Škrinjar,2
Hans+Jaffe,344
Alexey P.+Porfirev,1
Mario+Sorolla,3
Lukas+Janssen,145
Frédéric+Lesage,54
Uma+Bhaumik,6
Kazuya+Fujimoto,47
Raphaël+Van Laer,0
Kian+Kerman,4
Reiji+Suzuki,4
Shrabanti+Dhar,6
Alberto+Bianchi,9
Torsten+Mandel,4
Andrea+Bedini,5
Aline+Ramos,13
Vincent+Gibiat,0
Pascal+Luthi,8
Charles+Brett,0
José+Santiso,3
Steve+Lustig,35
Alessandra+Vitale,1
Maziar+Nekovee,73
Ronald E.+Miller,0
Jeremy+John,9
Matteo+Rossi,7
Benoît+Semin,1
Makoto+Yasuhara,11
