Name,Citation Count
Diego A.+Wisniacki,103
Victor S.+Batista,12
Peyman+Sahebsara,40
Harald+Dermutz,0
Servaas+Kokkelmans,207
Bart+Kahr,3
Abhishodh+Prakash,11
Anne+Linder,3
Ilyou+Kim,0
Muriel+Carin,0
Pete+Shadbolt,4
Isabelle+Serre,11
Sergey A.+Uryupin,16
Christian+Hagendorf,5
Chiara+Caronna,19
Hiroshi+Inokawa,9
Akira+Yunoki,6
Aquino L.+Espíndola,16
Vladimir+Rzhevskii,0
Osamu+Sano,5
André+Longtin,575
Kenta+Motobayashi,9
Carmen+Medina-Llanos,0
Rajni+Sharma,0
Benoit+Rufflé,2
Kazumasa+Ohkuma,20
Pietro+Rotelli,6
Paula+Sánchez-Friera,10
James+Kneller,49
Andrea+Bertoldi,3
Claudio+Melis,16
Stefan+Skupin,57
Matlub+Ahmad,1
Giovanni+Paladin,100
Lesley+Parry-Jones,0
Silvio V. F.+Levy,143
Charles C.+Dyer,8
Stefan+Krompiewski,0
Pontus+Stenberg,0
Motoharu+Komatsu,7
Bob B.+Buckley,33
Christopher L.+Turner,1
Jürgen+Haase,16
Hanuš+Seiner,0
Sotirios+Christodoulou,3
Luca+Serafini,57
Giovanna+Vandoni,7
Katia M.+Ferrière,16
Ewald+de Wit,5
Rudolf+Ritter,3
Rodney A.+Worthing,4
Abbas+Khadjavi,84
Gerardo+Oleaga,6
Fabricio D.+Fioretti,0
Markus+Engstler,3
Graham+King,3
Peter+Skala,3
Masayasu+Takeda,4
Kazumasa+Shinjo,129
Hocine+Bahlouli,10
Michael+Ziolkowski,0
Peter+Bratu,25
Roland+Bouffanais,1
Dmitri+Foursa,7
Wojciech+Czaja,23
Amir+Azadi,7
Stefan+Grafström,44
Malvin+Ruderman,219
Tatsuya+Ishihara,0
Stephan+Burkhardt,4
Federico+Felizzi,1
Euna+Jo,4
Cleo L.+Bentley,6
Gregory+Affeldt,3
Susan+Stepney,6
Atsushi+Kubono,0
Mirosl/aw+Bylicki,44
Inga A.+Fischer,25
Jakub+Čížek,10
Arnaud+Royon,0
Alastair D.+Humphrey,4
Matías+Leoni,6
Vahid+Shahrezaei,1
Emmett V.+Martin,4
Miguel D.+Costa,8
Aaron M.+Levy,2
Takashi+Kushida,105
Satoshi+Nagaoka,16
Andrzej+Wodecki,17
Shigezo+Shimokawa,3
Manisha+Thakurathi,87
Vladislav+Mantič-Lugo,3
Markus+Stauf,69
Yasuhiro+Shirasaki,2
Jörgen+Hasselström,9
Amey+Apte,0
Luc+Vinet,44
Igor A.+Zaliznyak,44
Vanderlei S.+Bagnato,305
Viki+Kloper,11
Pietro+Bernasconi,10
Kiran+Mundboth,4
Leslie+Eder,22
Detmar+Welz,34
Norman+Menyuk,64
Raisa I.+Karasik,18
Igor V.+Timoshkin,0
Eduardo+Huler,2
Gianguido+Baldinozzi,0
Christoph+Lungenschmied,1
Christophe+Arnold,22
M. Gabriela M.+Gomes,3
Malcolm N.+O’Sullivan,26
Amy L.+Prieto,5
Valery+Weber,3
Takeharu Goji+Etoh,7
Amer+Al-Kahwaji,32
Christel J.+Smith,53
Ellen M.+Corey,9
Vladimir+Kuzovkov,3
Gregory+Leptoukh,21
Jorge L.+Pousa,0
Michael R.+Sawaya,0
Michael J.+Higgins,7
Sergei+Sobolev,9
Chaitanya+Joshi,24
Gustavo S.+Lozano,55
Alexander+Stamatovic,3
Arthur I.+Fine,4
Angela M.+Belcher,1
Jakub+Kuczmarski,7
Oleg+Zakharov,128
Nicholas D.+Haynes,17
Chris A.+Marianetti,230
Fenqin+Liu,0
Takayuki+Ohgami,5
Philippe+Delaye,0
Kenta+Okada,1
Wheeler P.+Davey,56
Nayoung+Lee,5
Tom+Tomkowski,33
Toshiyuki+Azuma,0
Xingkun+Man,2
Bjørn+Kvamme,3
Angela+Li-Scholz,26
Rouzbeh+Ghafouri,9
Dirk O.+Riese,31
Hermann+Stoll,413
Joël+Doneux,1
Andreas+Vogel,87
Philippe+Brunet,22
Valerie+Marvaud,10
Ivan+Schuller,43
Ghadir+Abu Leil,6
Zidan+Yan,75
Pierre+Devillard,21
William R.+Helms,13
Michael+Chopp,16
Alexander+Iomin,83
Aleksei+Aksimentiev,23
Giovanni+Vacanti,14
Christian+Bailly,2
Yusuke+Uematsu,2
Abdoul Aziz+Mbaye,1
Holger L.+Meyerheim,13
Matthias+Kölbel,12
Akihiro+Harada,4
Johnny S. T.+Ng,1
Hideki+Watanabe,2
Philip+Poole,16
Shigenori+Seki,0
Paweł+Wȩgrzyn,1
Anal+Bhowmik,0
Sherry+Baker,9
Grant+Larsen,9
Angelo+Barbieri,110
Piyabut+Burikham,25
Falk K.+Wittel,7
Gordon B.+Thomson,11
Domenico+Marinucci,41
Òscar+Iglesias,60
Martin+Doškář,0
Santiago+Cabaleiro,2
Donald F.+Hodgson,2
Michael S. S.+Brooks,5
Masashi+Shirakata,3
Moneesh+Upmanyu,28
Tore Gunnar+Halvorsen,1
Anton+Visikovskiy,4
Lorenzo+Sadun,15
Sergey+Churilov,5
Victor+Polinger,4
Stella V.+Schieffer,2
Giuseppe+Compagno,61
Morten+Mørup,0
Alessio+Lamperti,1
James P.+Roach,0
Ulrike+Griff,9
Szymon+Smolarek,4
Yawar+Mohammadi,0
Masahito+Watanabe,5
Goutam Dev+Mukherjee,18
Anton+Knigavko,24
Masaki+Kajiro,13
Mikhail+Kostylev,34
Tarun+Kumar,6
Wooil+Yang,0
Jonathan C.+Hanson,0
Michael+Manga,5
Alexander+Ries,9
Ashok+Rao,1
Maxim+Sukharev,87
Hiroki+Isobe,71
Martin+Månsson,109
Alexander+Lankau,32
Nicolai B.+Grosse,56
Mansoor B. A.+Jalil,3
S. Anantha+Ramakrishna,27
Aaron W.+Bennett,1
Walter+Uhoya,22
F. Caetano+Souza,14
Milena+Filipović,4
Ilka B.+Bischofs,23
Günter+Krois,1
Ahis+Shrestha,3
Stanislaus S.+Wong,6
Hisakazu+Mihara,0
Dennis A.+Bazylinski,3
Satoru+Masamune,2
Murray L.+Barasch,42
Nipun+Vats,111
Worawat+Meevasana,2
Merfat+Raddadi,4
Junsuk+Kim,0
Jacob+Broder,0
Jason+Gallicchio,63
Aranya B.+Bhattacherjee,23
Rafael+González,2
Akane+Sato,7
Urs M.+Heller,1221
Natalia+Martsinovich,1
Nigel J.+Cockroft,25
Régis+Wunenburger,70
Carlos A.+Trallero-Herrero,11
Zoltán+Dezső,44
Victor G.+Baryakhtar,5
Emery+Fortin,8
Adam S.+Chatterley,1
Sangbo+Kim,16
Benoit+Gaury,2
Boris+Kozinsky,154
Derek+Steele,13
Peter+Ronhovde,31
Armando G. M.+Neves,1
Katsuyo+Thornton,66
Vladimir+Dolganov,2
Klaus J.+Siemsen,5
Jérôme+Saint-Martin,3
M. Angeles H.+Vozmediano,60
Vadim A.+Naumov,0
Jiakai+Yu,0
Ole Jakob+Birkeland,5
Xavier G.+Capdevila,6
Hyeok+Yun,12
Jesús A.+del Alamo,39
Alexander+Tetervak,0
Bogdan+Dabrowski,52
Mihály+Kállay,20
Kanika+Pasrija,1
Yeongkwan+Kim,88
Cynthia+Trendafilova,5
Jorge+Simonin,40
William D.+Harkins,120
Stefan+Laubach,0
Jincan+Chen,70
Saúl+Ramos-Sánchez,45
César+Gomez,21
Per+Gradin,0
Rajit P.+Chaudhury,13
Odile+Bezencenet,3
Joost+de Graaf,21
Hans W.+Spiess,1
Emanuele+Paci,4
Michiel A.+Bakker,2
Kosuke+Hiroi,9
Boris+Khusid,30
Jørn M.+Hvam,157
Anupriya+Jayakumar,6
Anjli+Chhikara,2
Pawel+Keblinski,327
Amol+Dighe,377
Mauro+Missori,2
Scott L.+Norman,30
Doug+Mc Cormick,1
Anders+Lindman,1
Victor Hugo+Ponce,25
Ramesh C.+Garg,17
Harrison C.+White,39
Michal+Brhlik,547
Michael+Bauer,14
Owen J. E.+Maroney,4
Arnaud+Berube,6
Douglas+Rubin,3
Serge+Berthier,2
Christian D.+Lorenz,90
Nikolai A.+Tolstik,4
Kazuo+Toi,3
Stefania+D’Agostino,1
Markus R.+Silvestri,3
Meysam+Pazoki,1
Jacques+Friedel,2
Tomasz+Kłoda,2
Arno R.+Bohm,3
Martin+Hesse,0
Laurent+Cognet,64
Wim+Cosyn,36
Theocharis A.+Apostolatos,653
Denis+Sipp,0
Satoshi+Watanabe,292
Clyde+Chlouber,30
Suzanne+Fielding,31
Sergio+Lupia,1
Ermis+Mitsou,32
Paolo+Cabella,38
Laura+Ghişa,2
Guthrie B.+Partridge,251
Masahiro+Fukushima,7
Hartmut+Hafermann,141
Bryan L.+Kaufman,7
Olga+Kazakova,7
Nobuyuki+Ōkuma,21
Adel+da Silveira,0
Mayra Alejandra+Rivera-Ruiz,1
Gabriele+Tartaglino-Mazzucchelli,5
Celal+Furkan Senel,2
Wangheng+Liu,4
Rafia+Ali,3
Harihar+Rajaram,4
Matus+Milko,2
Erik W.+Aslaksen,14
Michihiro+Naka,1
Teruki+Motohashi,59
Artyom+Yurov,1
Erik D.+Nelson,6
William+Stephens,6
Olivier+Faucher,7
Frank+DiFilippo,52
Cristian Degli Esposti+Boschi,28
Patrick+Rooney,0
Ioan+Tudosa,6
Giacomo+Ghiringhelli,43
Harvey+Spivack,45
Mohammed+Abbas,6
Peter+Adam,32
Ashok K.+Gupta,5
Marco+Sekulla,5
Anubha+Jaiswal,3
Joey+de Mol,3
Quirino+Balzano,0
Klaas J.+Tielrooij,9
Nina-Juliane+Steinke,2
Raymond+Sachs,39
James A.+Glaze,32
Jake O.+Shipley,0
Wilfried+Grieger,10
Lawrence E.+Thomas,2
Harry+Paul,22
Christophe+Blancard,22
Stavros+Tavoularis,1
Elias+Zafiris,1
Stéphanie+Beauceron,2
Debashis+Gangopadhyay,0
Constance+Toulouse,1
Luis Gustavo V.+Gonçalves,0
Florian+Steiner,1
Arnaldo+Rapallo,7
Mikio+Tanabe,4
Tobias+Schneider,108
Pietro+Coletti,34
Yasemin+Kurtulus,23
Rajeev R.+Pandey,7
Leonardo+Ferrari,0
Christopher R.+Stanek,6
Henrik B.+Pedersen,4
Kaare+Mikkelsen,2
Abhijit+Kar Gupta,3
Dominique+Bicout,33
Francesca+Bernardi,0
William+Aberth,157
Steven+Thomas,30
Marcel+Bergmann,0
Michael+Zäch,1
Anindita+Lahiri,1
Madhu+Menon,670
Matthew I.+Brookhart,0
Ralph A.+James,96
Johannes+Frenzel,1
M. Carmen+Muñoz,5
Wojciech+Grzelka,19
Agnieszka M.+Cieplak,20
Jibran+Rashid,5
Jesús M.+Albarrán,10
Giuseppe+Bertin,0
Peter A.+Fedders,897
Frédéric+Piéchon,172
Yuichi+Takasu,12
Abed+Zadehgol,1
Solange+Debrus,2
Luigi+Santamaria,5
Yungok+Ihm,1
Donavon+Pretzer,118
Rainer+Friedlein,130
Vojtěch+Krejčiřík,5
Hiroshi+Momiji,28
Vinod+Kumar,3
Scott+Holmes,2
Samita+Seal,2
Georges+Trinquier,1
Amalio F.+Pacheco,66
Gregory D.+Scholes,55
Amit+Sitt,5
Vittoria+Petrillo,7
Alessandro+Farsi,13
Tianchen+He,4
Jonathan E.+Halpert,1
Romain+Haroutunian,6
Peter+Rembiesa,10
Valery+Mezoui Ndo,2
Dmitry V.+Vishnevsky,14
Gustavo+Deco,7
Alexander+Mering,29
Martin+Roček,57
Laetitia+Philippe,3
Mario+Servin,0
Xiaofei+Guan,0
Hendrik+Niemeyer,7
Jacob M.+Schliesser,1
Taichiro+Nishio,39
Gerard+Liger-Belair,0
Pier H. T.+Philipsen,70
Raul Quesada+Cabrera,3
Hiroyuki+Taki,3
İnanc+Adagideli,17
Vladimir V.+Gubernov,9
Dmitry A.+Rakhlin,2
Melissa D.+Krebs,1
Gregory R.+Steinbrecher,5
Pranjal+Trivedi,28
Thoma M.+Snyder,2
Stuart+Field,176
Louis F.+Wouters,10
Volker+Schomerus,9
Tal+Mor,970
Tov+Elperin,228
Bruce+Hamilton,3
Peter+Dignard,6
Mónica+Jiménez-Ruiz,1
Michele+Redi,99
Laura+López-Tomàs,7
Peter Y.+Lu,4
Stéphane+Jobic,12
Leaf A.+Jiang,13
Noah+Hershkowitz,52
James+Reekie,90
Kosmas+Prassides,139
Dylan+Germain,8
Sumantra+Sarkar,5
Jonathan+Trinastic,0
James Z.+Porterfield,6
Marco+Di Gennaro,2
Angel+Alegría,17
Andrei G.+Vladimirov,65
Gianpietro+Cagnoli,6
Joachim+Harnois-Déraps,4
Oleg+Petrov,4
Michael+Murphy,81
Peter+Hillman,110
Gérard+Vichniac,6
C. Vieira+Abud,6
Toshiyuki+Atou,10
Wouter+Beugeling,11
Kelly C.+Magruder,0
Diego+Rainis,252
Brajesh C.+Choudhary,2
Jonathan+Rosner,20
Katinka+Bellomo,3
Yoshitaka+Watanabe,13
Umar+Mohideen,41
Gábor+Bortel,10
Francesco+Lanciotti,0
Masatada+Yuri,3
Johannes+Hausinger,73
Hiroyuki+Muramatsu,21
Loucas G.+Christophorou,10
Haiyang+Li,1
Lynn E.+Urbach,13
Henri+Verschelde,227
Kristian D.+Kennaway,4
William R.+Heller,94
Walter J.+Tomasch,6
Harold W.+Fearing,399
Fernando+Agulló-Rueda,4
Stephan+Rietzler,5
Pierre+Breger,41
Yonit+Hochberg,100
Alberto+Martinelli,11
Philip C.+Efthimion,35
Clark+Bergman,23
Nobuko+Hamaguchi,26
Joao+Pulido,1
Anton A.+Peshkov,2
Chandan+Maity,3
Yasuhiro+Shiraki,22
Sophie C. F.+Morris,2
Maurice+Kibler,11
Lorenzo+Toffoli,28
Igor+Sylvester,13
Chris+Nelson,6
Uri+Ben-Ya’acov,2
Mizuha+Ohkawa,1
Shinpei+Takemoto,10
Kenneth E.+Lee,2
Mustafa Yar+Khan,0
M. Al+Ajmi,8
Nongjian+Tao,1
Ivan+Marusic,5
Tresa M.+Pollock,0
Naoki+Tanimura,4
Nayara Gomes+Teixeira,7
Philip G.+Whitten,1
Denis Nikolaevich+Sob'yanin,23
Miguel A.+Cabrerizo Vílchez,6
Gerardo+Adesso,1395
Alfred+Scholz,8
Bruce+Friedman,0
Susumu+Noda,108
Isidore+Adler,120
Michal+Jaščur,28
Kenji+Iwashita,15
Charles P.+Slichter,1640
Towfiq+Ahmed,13
Tejas+Kesarkar,0
Susanne+Blum,20
Bojan+Žunkovič,6
Matteo+Gori,1
Tschang-Uh+Nahm,38
Rulon+Mayer,8
Willem+Norde,0
Jacques+Bossy,77
Bharat+Ratra,1628
Szabolcs+Csonka,6
Pierre+Hosteins,4
Zeev+Olami,578
Kunal+Kumar,66
Toshiki+Kobayashi,0
Andrej+Kuznetsov,1
Bernhard K.+Meister,49
Jacques+Dubochet,17
Pardis+Niknejadi,0
Andreas+Förster,22
James P.+Wicksted,5
Reinhard+Birmuske,2
Yaroslav E.+Ryabov,3
Xavier+Bouju,22
Delena Bell+Gatch,0
Peter J.+Tausch,9
Mudi+Chen,0
Hasnain+Hafiz,2
Charles+Sheer,30
Sadi+Turgut,0
Ajay+Nemani,5
Harri+Lipsanen,19
Raymond A.+Grandey,2
Ryuichiro+Oshima,6
Lars+Boyde,1
Marion+Jacquey,8
Frank+Tambornino,4
Cornelis+Snoek,14
Dirk+Kadau,45
Chris+Bouchard,40
Alfredo P.+Galeão,14
Fanny+Puaud,0
Koshi+Kurashima,5
Baptiste+Battelier,126
Jonathan+Rivnay,9
Canio+Noce,206
Warren L.+Buck,2
Alvin+Tollestrup,12
Nigel J.+Burroughs,8
William+Nelson,176
Kazuki+Nochi,0
Subroto+Mukerjee,387
Alexander+Kazimirov,19
Jerzy+Kijowski,73
Martin+Wenderoth,10
J. Jones+Pérez,6
Kees+de Kort,1
Deepshikha+Choudhury,4
Luca+Tessieri,4
Alexander A.+Berezin,5
Tibor+Papp,5
Arkady+Tsinober,0
Takuya+Oda,0
Maoguo+Gong,1
Rakesh+Kapoor,22
Dietrich W.+Langer,45
Klemens+Fellner,1
Gerald H.+Pollack,3
Hyungjun+Lim,20
Ramayana+Gazzinelli,68
Ludivine+Chauvière,6
Wataru+Shimada,0
Norbert+Stoop,10
Giel+Berden,227
Ivailo+Dimov,36
Fernando L.+Semião,2
Olli+Yli-Harja,11
Suraj N.+Gupta,938
Matti A.+Mäki-Jaskari,11
Nikos+Daniilidis,6
Michael P.+Teter,487
Evaldo+Ribeiro,6
Claude+Volant,5
Rastislav+Hodák,14
Takahiro+Iwayama,17
Curtis A.+Meyer,2
Toshio+Harada,1
Hideki+Fujioka,0
Jonghee+Lee,1
Corneliu+Sochichiu,0
Rodrigo P. A.+Lima,11
Bruce L.+Booth,65
Maciej+Jankowski,0
Félix+Beaudoin,85
Johan+Bonnevier,9
Gabriela+Miu,6
Zahra+Naeimi,3
Raman+Sharma,2
Hiroaki+Sugata,1
Ranjani+Viswanatha,13
Gina M.+Quan,0
Alexander A.+Donkov,7
Alvaro+Ferraz,55
Antonio M.+Turiel,10
Farouk+Odeh,7
Clifford M.+Krowne,6
Nikolai A.+Sinitsyn,8
Eiji+Yamamoto,21
André+Kapelrud,21
Elizabeth C.+Bullard,2
James+Annett,109
Felix+Kemmerich,1
Norbert+Lindlein,27
Leonard S.+Kisslinger,543
Corrado+de Lisio,2
Alfred W.+Simon,50
Francesco+Pampaloni,10
Myron A.+Jeppesén,0
Mukarram A.+Tahir,2
Charles W.+Tucker,6
Adolfo M.+Nemirovsky,7
Jakub+Meisner,32
Franck+Michaud,16
Christopher+Mayes,14
Norio+Fujimoto,0
Valentin+Iota,48
Tsorng-Whay+Pan,2
Antonio+Mihara,10
Sebastian+Henke,0
Klaus+Klingenbeck,11
Siddhartha+Mishra,0
Marshall+Cleland,40
Andreas+Schadschneider,298
Arvind+Kumar,233
Dorothee+Nonnenmacher,0
Sumalay+Roy,22
Josep M.+Pujol,6
Michael+Berhanu,46
Fred B.+Hagedorn,21
Bogdan+Hnat,12
Katsuhiro+Nishinari,169
Axel+Enders,3
Stephan+Lany,805
Vincent+Couderc,9
Vincent K.+Shen,9
Shogo+Miyake,22
Igor A.+Kornev,274
Sebastian+Kraus,9
Emilian+Dudas,54
Mahuya+Mandal,0
José+Rogan,15
Alexandros+Pertsinidis,51
André+Katz,133
Pjotrs+Grišins,3
Niels+de Jonge,6
Sverker+Edvadsson,4
Shogo+Nishino,3
Kristina+Todorović,20
Lewis Z.+Liu,3
Hussein+Esfahlani,0
Guillaume+Saint-Girons,1
Keiji+Kusaba,7
Z. M. Abd+El-Fattah,1
Stanis+Kolpakov,1
Andreas+Heidebrecht,2
Łukasz+Czekaj,0
Grégoire+Pillet,7
Brice+Ménard,2
Alexandra+Buchsteiner,5
Israel+Ohana,16
Mathias C. T. D.+Müller,0
Knut+Müller,1
Luís+Bento,53
Teguh Citra+Asmara,11
Ted+Barnes,193
Klaus-Jochen+Eichhorn,3
Vladimir V.+Nazarov,0
Peter+Politzer,1
Alfonso+Casal,1
Bernd+Raabe,0
Fred T.+Porter,100
Britta+Leven,3
Elie+Wolfe,12
Marcus T.+Grisaru,72
Oliver+Slaby,0
Murshed+Hossain,35
Subodha+Mishra,9
Daichi+Chiba,58
Duncan S.+Steel,4
Emma+Springate,65
James+Springham,0
Collin+Broholm,312
Dipanjan+Chakraborty,9
Manfred+Helm,48
Raymond W.+Jewell,6
James S.+Kouvel,289
Satoru+Noguchi,4
Christina+Widmann,0
José+Lages,2
G. Wayne+Brodland,3
Norman K.+Sherman,3
Toshiyuki+Shirai,1
Hideo+Hasegawa,197
Aldo+Isidori,25
Shane J.+Hughes,2
W. Bruce+Zimmerman,2
Christopher+Penschke,4
Angelo+Ricciardone,24
J. Manuel+Flores-Camacho,0
Stefan+Frunza,1
Hideo+Ichinose,1
Yoshiaki+Rikitake,41
James+Lerczak,5
Mathew S.+Hamilton,4
Ranjit D.+Pradhan,25
Brandon N.+Schurter,1
Violina+Tevekeliyska,1
Vladimir+Krivenski,1
Edison T.+Franco,3
Hans+Morawitz,28
Melvin+Lax,3448
Victoria+Durant,0
Florian+Evers,7
James+Tropp,0
Yasuyuki+Nakamura,8
Hans C.+Fogedby,649
Shuhei+Yamaji,36
Carlos+Fernandez,30
Rodica M.+Candea,0
Zhuoni+Qian,2
Meritt W.+Reynolds,10
Sy+Cook,1
Friedemann+Queisser,23
Xavier+Gratens,12
Amy Q.+Shen,6
Inma Rodríguez+Cantalapiedra,9
Hajime+Asano,44
Emilio+Segré,0
Frances L.+Lummis,23
Mario+Mitter,64
Ricardo+Puertas,2
Hiroyuki+Asakura,2
Yoshihisa+Kashima,0
Emma R.+Schmidgall,0
Samuel R.+Bradley,0
Gilbert H.+Reiling,36
Kees+Wapenaar,34
Lars+Bonnes,121
Shingo+Ohta,6
Pierre+Vanhove,76
Anton+Classen,0
Dago M.+de Leeuw,33
Andreas+Spörl,30
Rie+Haruki,6
Michael+Warnock,1
Jérémie+Gachelin,19
Enrique+Vázquez-Semadeni,8
Edwin M.+McMillan,456
Steven C.+Erwin,492
Nurit+Baytch,4
Herman D.+Stearns.,1
Jeroen P.+Korterik,0
Christian+Gähwiller,117
Aparna+Roy,3
Yoichi+Aso,109
Diego J.+Cárdenas,0
Kenji+Kashima,1
Hubert V.+Carpenter,1
Niladri+Sarkar,11
Arvid J.+Bessen,0
Theo+Kurtén,0
Mircea+Galiceanu,2
Jamin L.+Sheriff,1
José Antonio+Veira,13
Hideo+Murakami,13
Olena+Ponomarenko,1
Johannes+Lotze,98
Lloyd G.+Elliot,56
Stefano+Siccardi,8
Rafael I.+González,0
Isaac+Hoenig,11
Tatiana A.+Engel,4
Toshihiko+Hori,3
Russell+Campbell,0
J. Friso+van der Veen,67
Ruth+Martinez-Casado,1
Pavel+Kornilovitch,3
Shayesteh+Haghighatpanah,1
Manabu+Ohtomo,0
Jochen+Schein,3
Fabrizio+De Marchi,1
Masato+Satoh,0
Deborah+O’Connell,0
Bryant P.+Suitte,1
Nir J.+Shaviv,30
Narjes+Kheirabadi,0
Refugio Rigel+Mora-Luna,8
Paolo+Cardile,1
Michael+Schubert,2
Max N.+Artyomov,4
Gregory H.+Rose,0
Donald A.+Geffen,37
Patrick K. S.+Vaudrevange,0
Marcelo H. R.+Tragtenberg,4
Jordi+Ibáñez,21
Alexandra E.+Frankel,1
Elisabeth+Mayr,0
Elias+Rudberg,0
Redouane+Borsali,9
Wolfgang+Neuwirth,13
H. Bartel+Williams,24
Emilia+Webster,28
Isabel+Campos,7
Daiqin+Su,4
Nermine+Chaari,1
Artur+Useinov,1
Sven+Falkenberg,7
Massimo+Brambilla,111
Lester+Mehrkam,7
Tony C.+Dorlas,99
Michiel S.+Thijssen,31
Reinhard+Prix,82
Kensuke+Ogawa,14
Otto+Stuhlmann,22
Harmen+de Vries,7
Victor+Gorbenko,9
Uwe+Stuhr,0
A. Glen+Birdwell,5
Michael H.+Holzscheiter,4
Igor+Dmitruk,0
Avinash+Dhar,87
Vittorio+Loreto,603
Marzena+Dzida,1
Delia+Kaufmann,2
Markus+Bendele,8
Ron L.+Andrus,8
Denis+Sych,44
Prasanth B.+Nair,0
William C.+Damer,36
Eijiro+Haga,8
Israel+Kovner,2
J. Roberto+Viana,29
Rory J.+Staunton,2
Sandro+Mignuzzi,1
Dennis J.+Erickson,3
Christopher A. Del+Negro,2
Diana E.+Nanu,1
Erol+Vatansever,3
Victor+L’vov,109
Jerry Z.+Yang,7
Mal/gorzata+Witko,1
Carleen+Boyer,1
Valerio+Lucarini,2
Hugues+Meyer,0
Carla+Perrone-Capano,30
Christian+Rischel,29
Gernot+Kasper,16
Jeff Z.+Salvail,10
Thierry+Baertschiger,9
Jonathan E.+Kollmer,5
Christian+Stephan-Otto,15
Bogdan+Ganchev,12
Paolo+Colona,5
Anne-Marie+Barlow,8
Hélène+Scolan,0
James E.+Hilton,6
Javier D.+Fuhr,15
Vijay R.+Sharma,23
Timo+Budarz,0
Luis F.+Lago-Fernández,95
Francisco X.+Linares,1
Fred+Schlachter,0
Adam+Simon,48
Miklós+Tegze,6
Yvan+Ung,1
Jason T.+Burke,33
Tadashi+Mori,1
Christian+Kragh,3
Priyanka+Periwal,4
Erica G.+Bithell,2
KyeoReh+Lee,0
Andrea+Perna,5
Aditya+Saurabh,1
RuiNing+Wang,4
Ganjun+Zhu,15
Marta+Rosa,3
Hiranya+Peiris,105
Tomi+Johnson,11
Wojciech+Kamiński,65
Frank+Setzpfandt,14
Alexander+Stotland,5
Lucian-Cornel+Crasovan,187
Adrian F. G.+Wyatt,34
Satoshi+Kera,84
Kunling+Wang,1
Luis+Colmenarez,0
Ronald J.+Adrian,6
Leejun+Kim,4
Niccolò+Del Sette,2
Giovanni+Sartoni,16
Hiroshi+Imagawa,60
Steffen+Melcher,6
Zorica V.+Djordjević,0
Shirish M.+Chitanvis,5
Raphael+Beinke,3
Rafael+de Lima Rodrigues,0
Ydalia Delgado+Mercado,9
William B.+Peatman,3
Christer+Johansson,0
Jacques+Soullard,8
Rommel+Bacabac,5
Philippe+Malnoult,20
Samuel+Marcovitch,4
Éric+Pellegrini,2
Ramanan+Krishnamoorti,0
Sibylle+Sievers,2
Concita+Sibilia,67
Rainer+Salomaa,66
Renate S.+Bever,10
Fabian+Single,7
Anna N.+Usoltseva,6
Jose L.+Vega,10
Floyd C.+Haley,2
Ulrich+Seydel,0
James+Popiel,4
Anand N.+Nigam,5
Nataša+Erceg,0
Fernando J.+Muzzio,48
Shinya+Kyogoku,0
Parthasarathi+Mondal,5
Philipp+Benner,9
Sergey+Mkrtchyan,15
Jochen+Tomaschko,2
Monica+Amboage,3
Marcis+Auzinsh,37
Andrei T.+Savici,1
Demetrios+Velis,0
Hansjörg+Lipp,3
Klaus+Schiessl,78
Kuldeep+Dixit,6
Murugan+Vinayagam,0
Carlos A. R.+Sá de Melo,76
Leszek+Sirko,95
Yogendra M.+Gupta,7
Martin+Mittendorff,0
Arnold+Adams,55
Lorea+Chaos-Cador,13
Elena+Medina,0
D. Mac+Gillavry,4
Jeffrey B.+Brock,110
Pieter J.+de Visser,0
Jonathan L.+Rossner,0
Nora+Berrah,23
Giovanni+Tonti,0
Lawrence J.+Varnerin,28
Seongshik+Oh,480
Detlef+Kip,125
Sophie+Brustlein,3
Nahid+Talebi,3
Tolga+Birkandan,3
Sammy+Ragy,31
Bill+Gerson,8
Harold+Parks,4
Denise+Assafrão,6
Todd K.+Leen,4
Diogo Duarte+dos Reis,10
Yoann+Gasteuil,3
Michael+Forger,1
Flavia+Tavani,5
Joshua+Logue,0
William B.+Bush,1
SAUL A.+BASRI,1
François Arnaud+D’Avitaya,0
Fabrizio+Giugliano,0
Evelyne+Vallat-Sauvain,5
Johann+Peisl,6
Ulf+Gennser,35
Djamila+Hourlier,0
Zachary+Huard,5
Laurent+Bacri,1
Fumihiko+Matsui,31
Viswanath+Balakrishnan,4
H. Marshall+Blann,18
Axel+Heuer,1
Nozumu+Hiraoka,8
Camilla+Espedal,1
Peter G.+Morris,3
Sunil+Patil,2
Michele+Sciacca,5
Joey+Dumont,0
Kiichi+Okuda,45
Alexandre+Stegner,25
Gunnar+Tibell,54
Isaac M.+Xavier,2
António+Onofre,5
Achyut+Bora,15
Alfred+Schild,35
Matti+Laakso,13
Zhaona+Wang,1
Helio V.+Fagundes,21
Srikanth S.+Iyer,1
Filip+Kiałka,0
Ajit K.+Patra,2
Christoph+Schweigert,4
Sergei+Stanchits,29
Srutarshi+Pradhan,205
Rafael M.+da Silva,1
Karim Ait+Moussa,9
MEHERYAR+ENGINEER,8
Gerd+Benner,17
Steve+Brandt,77
Arda+Genc,12
Ching-teh+Li,10
Sven+Huldt,4
Cristopher C.+Eugster,39
Ramgopal+Sampath,0
Francesco+Tassone,22
Tristan A.+Sharp,4
Wes+Viles,0
