Paper,Gender,NumberOfCitations
10.1103/PhysRevB.65.132401,m,0
10.1103/PhysRevD.89.073012,f,3
10.1103/PhysRevD.66.022001,f,17
10.1103/PhysRevB.35.8562,f,33
10.1103/PhysRevE.94.062705,m,0
10.1103/PhysRevD.66.037503,m,11
10.1103/PhysRevB.45.4483,m,0
10.1103/PhysRevD.91.083523,m,0
10.1103/PhysRev.51.572,m,2
10.1103/PhysRevA.38.522,m,18
10.1103/PhysRevD.67.085004,m,1
10.1103/PhysRevD.63.083516,m,0
10.1103/PhysRevD.37.2142,m,5
10.1103/PhysRevLett.61.1713,m,10
10.1103/PhysRevB.30.1511,m,0
10.1103/PhysRevLett.75.2626,m,4
10.1103/PhysRevB.48.12511,m,33
10.1103/PhysRevE.84.051505,m,0
10.1103/PhysRevB.33.7228,f,1
10.1103/PhysRevB.55.14513,m,43
10.1103/PhysRevD.86.044013,m,6
10.1103/PhysRevLett.114.081104,m,2
10.1103/PhysRevD.92.066007,m,0
10.1103/PhysRevE.60.6496,m,2
10.1103/PhysRevLett.48.1776,m,35
10.1103/PhysRevE.63.032102,m,12
10.1103/PhysRevA.16.2493,m,2
10.1103/PhysRev.78.721,m,5
10.1103/PhysRevD.26.2645,m,17
10.1103/PhysRevD.67.034013,m,3
10.1103/PhysRevB.5.3857,m,12
10.1103/PhysRev.88.466,m,0
10.1103/PhysRevC.71.045204,m,1
10.1103/PhysRev.165.420,m,7
10.1103/PhysRevLett.61.2657,m,13
10.1103/PhysRev.68.1,m,10
10.1103/PhysRev.35.172,m,2
10.1103/PhysRevB.59.16061,m,5
10.1103/PhysRevE.48.4536,m,0
10.1103/PhysRevA.87.053845,m,1
10.1103/PhysRevE.82.056305,m,1
10.1103/PhysRevE.59.5065,m,17
10.1103/PhysRevLett.113.190404,m,6
10.1103/PhysRevB.54.606,m,6
10.1103/PhysRevLett.18.1027,m,7
10.1103/PhysRevA.88.042105,m,5
10.1103/PhysRevE.68.065202,m,7
10.1103/PhysRevA.86.034103,m,0
10.1103/PhysRevLett.83.1451,m,11
10.1103/PhysRevE.56.3709,m,3
10.1103/PhysRevD.56.3582,m,1
10.1103/PhysRevD.8.2138,m,3
10.1103/PhysRevB.66.184501,m,4
10.1103/PhysRevB.60.8902,m,3
10.1103/PhysRevE.76.047201,m,2
10.1103/PhysRevA.93.032124,m,1
10.1103/PhysRevE.56.R6237,m,11
10.1103/PhysRevD.25.3218,m,1
10.1103/PhysRevLett.100.221301,m,15
10.1103/PhysRev.76.1602,m,27
10.1103/PhysRevD.58.014010,m,1
10.1103/PhysRevB.89.174401,m,1
10.1103/PhysRevA.72.062110,m,6
10.1103/PhysRevD.79.087506,m,3
10.1103/PhysRevA.34.1708,m,1
10.1103/PhysRevB.46.6293,m,15
10.1103/PhysRev.45.480,m,6
10.1103/PhysRevLett.106.227204,f,3
10.1103/PhysRevD.66.114006,m,1
10.1103/PhysRevB.9.2107,m,19
10.1103/PhysRevA.75.032304,m,60
10.1103/PhysRevC.2.2176,m,4
10.1103/PhysRevC.81.014906,m,3
10.1103/PhysRevB.33.7520,m,133
10.1103/PhysRevB.65.174411,m,7
10.1103/PhysRevD.46.1658,m,19
10.1103/PhysRev.114.1600,m,5
10.1103/PhysRevLett.14.731,m,10
10.1103/PhysRevD.71.023516,m,17
10.1103/PhysRevD.46.5250,m,71
10.1103/PhysRev.135.B1082,m,2
10.1103/PhysRevA.1.467,m,0
10.1103/PhysRevLett.71.2839,m,2
10.1103/PhysRev.101.1243,m,33
10.1103/PhysRev.93.94,m,2
10.1103/PhysRev.20.719,m,1
10.1103/PhysRev.110.1349,f,2
10.1103/PhysRevA.89.067601,m,0
10.1103/PhysRevA.88.022105,m,0
10.1103/PhysRevB.8.3917,m,3
10.1103/PhysRevD.34.311,m,0
10.1103/PhysRevA.29.2993,m,2
10.1103/PhysRevB.43.8012,f,14
10.1103/PhysRevLett.10.202,m,8
10.1103/PhysRevD.88.024022,m,1
10.1103/PhysRev.76.996,m,65
10.1103/PhysRevLett.14.951,m,1
10.1103/PhysRevE.64.056136,m,3
10.1103/RevModPhys.61.1,m,601
10.1103/PhysRevE.49.3697,m,1
10.1103/PhysRev.177.151,m,33
10.1103/PhysRevD.28.1036,m,0
10.1103/PhysRevE.89.042120,m,1
10.1103/PhysRevB.27.3201,m,5
10.1103/PhysRev.140.A1705,m,15
10.1103/PhysRevB.77.125331,m,1
10.1103/PhysRevLett.80.2521,m,3
10.1103/PhysRevC.41.2380,m,2
10.1103/PhysRevA.3.494,m,0
10.1103/PhysRevB.47.9128,m,13
10.1103/PhysRevB.26.2187,f,9
10.1103/PhysRevD.92.124001,m,1
10.1103/PhysRevA.19.17,m,6
10.1103/PhysRevA.30.979,m,1
10.1103/PhysRevA.81.032510,m,7
10.1103/PhysRevLett.65.1177,m,52
10.1103/PhysRevA.14.901,m,8
10.1103/PhysRevB.68.233104,m,6
10.1103/PhysRevA.51.2469,m,1
10.1103/PhysRev.115.1752,m,31
10.1103/PhysRevE.80.036116,m,3
10.1103/PhysRevD.82.124061,m,5
10.1103/PhysRevA.84.032340,m,1
10.1103/PhysRev.103.41,f,5
10.1103/PhysRevD.58.097303,m,0
10.1103/PhysRevB.66.172411,f,4
10.1103/PhysRevD.65.084008,m,4
10.1103/PhysRevE.92.012803,m,4
10.1103/PhysRevLett.65.610,m,11
10.1103/PhysRevD.74.025005,m,4
10.1103/PhysRevD.79.086007,m,4
10.1103/PhysRevE.64.011209,m,2
10.1103/PhysRev.128.1530,m,2
10.1103/PhysRevD.33.1195,m,4
10.1103/PhysRevLett.89.050402,m,28
10.1103/PhysRevA.58.771,m,4
10.1103/PhysRevLett.67.2450,m,32
10.1103/PhysRevLett.91.189803,m,12
10.1103/PhysRevE.69.016212,m,5
10.1103/PhysRevD.91.076007,m,4
10.1103/PhysRevLett.16.112,m,3
10.1103/PhysRevA.64.054101,m,2
10.1103/PhysRevD.43.3657,m,0
10.1103/PhysRevB.59.9733,f,1
10.1103/PhysRev.39.746,m,1
10.1103/PhysRevLett.72.1135,m,0
10.1103/PhysRev.39.777,m,1
10.1103/PhysRevD.86.021701,m,6
10.1103/PhysRevD.71.129904,m,19
10.1103/PhysRevC.35.1132,m,0
10.1103/PhysRevD.88.104027,m,5
10.1103/PhysRevLett.92.119002,f,1
10.1103/PhysRev.108.365,m,5
10.1103/PhysRevE.88.032140,m,0
10.1103/PhysRevA.68.014101,m,1
10.1103/PhysRevE.77.036310,m,0
10.1103/PhysRevA.5.1708,m,12
10.1103/PhysRevA.53.4245,m,73
10.1103/PhysRevB.61.R9205,m,21
10.1103/PhysRevD.84.085024,m,2
10.1103/PhysRevB.24.1482,m,19
10.1103/PhysRevA.63.062506,m,0
10.1103/PhysRev.131.1272,f,9
10.1103/PhysRevA.11.1527,m,4
10.1103/PhysRev.159.738,m,10
10.1103/PhysRevD.71.123528,m,8
10.1103/PhysRevLett.59.1525,m,4
10.1103/PhysRevC.94.054904,m,0
10.1103/PhysRevB.25.6385,f,0
10.1103/PhysRevD.26.1804.2,m,2
10.1103/RevModPhys.53.673,m,43
10.1103/PhysRevE.71.026114,m,12
10.1103/PhysRevD.73.016008,m,4
10.1103/PhysRevD.7.2347,m,12
10.1103/PhysRevA.36.2393,m,51
10.1103/PhysRev.69.671,m,10
10.1103/PhysRev.63.385.2,m,0
10.1103/PhysRevB.83.085301,m,10
10.1103/PhysRevB.76.035328,m,1
10.1103/PhysRevB.27.3592,m,61
10.1103/PhysRev.108.1375,m,2
10.1103/PhysRevB.7.1739,m,16
10.1103/PhysRevE.80.016704,m,0
10.1103/PhysRevLett.5.478,m,5
10.1103/PhysRevLett.101.193902,m,15
10.1103/PhysRev.125.2172,m,8
10.1103/PhysRevB.29.2956,m,14
10.1103/PhysRev.112.1089,m,27
10.1103/PhysRevB.18.6334,m,4
10.1103/PhysRevB.40.821,m,2
10.1103/PhysRev.85.600,m,6
10.1103/PhysRevB.47.8336,m,2
10.1103/PhysRevD.58.114004,m,3
10.1103/PhysRevE.75.061104,m,12
10.1103/PhysRevB.78.155106,m,13
10.1103/PhysRevB.76.184430,m,76
10.1103/PhysRevLett.116.133903,m,5
10.1103/PhysRevE.84.016703,f,0
10.1103/PhysRevA.88.062330,m,3
10.1103/PhysRevB.36.9182,m,8
10.1103/PhysRevD.9.1054,m,0
10.1103/PhysRev.97.1139,m,4
10.1103/PhysRevD.33.3118,m,0
10.1103/PhysRev.139.A1194,m,2
10.1103/PhysRevD.87.044040,m,4
10.1103/PhysRevB.92.085129,m,2
10.1103/PhysRevB.79.153109,m,5
10.1103/PhysRevE.51.4319,m,7
10.1103/PhysRevB.59.10473,m,0
10.1103/PhysRev.128.1077,m,15
10.1103/PhysRevE.61.4632,m,0
10.1103/PhysRev.70.93.2,m,2
10.1103/PhysRev.133.B707,m,9
10.1103/PhysRevE.63.037601,m,4
10.1103/PhysRev.132.689,m,35
10.1103/PhysRev.147.906,m,12
10.1103/PhysRevD.36.3291,m,16
10.1103/PhysRev.179.1627,f,1
10.1103/PhysRevB.63.035201,m,8
10.1103/PhysRev.131.1478,m,1
10.1103/PhysRevLett.69.1676,m,29
10.1103/PhysRev.121.72,m,3
10.1103/PhysRev.43.404,m,7
10.1103/PhysRevB.63.205421,m,6
10.1103/PhysRevD.84.124036,m,5
10.1103/PhysRevD.36.480,m,0
10.1103/PhysRevB.14.4670,m,4
10.1103/PhysRevA.58.3407,m,3
10.1103/PhysRevE.56.5051,m,3
10.1103/PhysRevB.62.9757,m,0
10.1103/PhysRevLett.112.016401,m,25
10.1103/PhysRevLett.104.228102,m,5
10.1103/PhysRev.50.754,m,19
10.1103/RevModPhys.74.953,m,68
10.1103/PhysRevD.52.44,m,0
10.1103/PhysRevD.53.7306,m,1
10.1103/PhysRevLett.15.1015,m,4
10.1103/PhysRevB.83.081102,m,24
10.1103/PhysRevD.27.2262,m,18
10.1103/PhysRevE.82.011131,m,3
10.1103/PhysRev.119.1492,m,6
10.1103/PhysRevB.61.12221,m,17
10.1103/PhysRevD.91.126003,m,5
10.1103/PhysRevE.64.016110,m,2
10.1103/PhysRevE.78.041906,m,3
10.1103/PhysRevLett.82.453,m,3
10.1103/PhysRevD.1.88,m,5
10.1103/PhysRevD.75.067302,m,37
10.1103/PhysRevLett.57.2979,m,101
10.1103/PhysRevD.41.1672,m,3
10.1103/PhysRevD.91.083534,m,2
10.1103/PhysRev.185.1761,m,4
10.1103/RevModPhys.83.1367,m,6
10.1103/PhysRev.71.547,m,1
10.1103/PhysRevC.88.014909,m,8
10.1103/PhysRevD.6.393,m,2
10.1103/PhysRevD.18.1849,m,9
10.1103/PhysRevA.54.93,m,1
10.1103/PhysRevLett.68.1811,m,2
10.1103/PhysRevB.38.8739,m,35
10.1103/PhysRevLett.95.189801,m,6
10.1103/PhysRevB.37.6977,m,13
10.1103/PhysRevB.10.2724,m,18
10.1103/PhysRevLett.55.1003,m,39
10.1103/PhysRev.13.326,f,0
10.1103/PhysRevD.52.5816,m,31
10.1103/PhysRevLett.39.1154,f,2
10.1103/PhysRevC.62.044606,m,4
10.1103/PhysRev.140.A1488,m,6
10.1103/PhysRevA.75.032901,m,1
10.1103/PhysRevA.44.1543,m,0
10.1103/PhysRevE.49.2597,m,7
10.1103/PhysRevD.84.125025,m,0
10.1103/PhysRevA.40.3706,m,4
10.1103/PhysRevD.65.103501,m,13
10.1103/PhysRevB.50.14791,m,8
10.1103/PhysRevB.4.769,f,0
10.1103/PhysRevLett.24.173,m,7
10.1103/PhysRev.117.252,m,11
10.1103/PhysRevLett.77.63,m,3
10.1103/PhysRevD.94.096007,m,0
10.1103/PhysRevB.35.5056,m,17
10.1103/PhysRevA.61.022109,m,2
10.1103/PhysRevD.48.2777,m,2
10.1103/PhysRevLett.81.184,m,26
10.1103/PhysRevLett.76.3232,m,0
10.1103/PhysRev.44.688,m,1
10.1103/PhysRevD.88.063524,m,2
10.1103/PhysRevD.22.3142,m,1
10.1103/PhysRevD.86.014011,m,3
10.1103/PhysRevD.26.2589,f,0
10.1103/PhysRevC.44.R586,m,2
10.1103/PhysRevB.91.035430,m,2
10.1103/PhysRevLett.100.170404,m,21
10.1103/PhysRevD.93.126003,m,0
10.1103/PhysRev.148.145,m,5
10.1103/PhysRevD.64.105022,m,0
10.1103/PhysRevE.81.061102,m,8
10.1103/PhysRevD.27.986,m,11
10.1103/PhysRevA.34.3692,m,4
10.1103/PhysRevB.63.235322,m,1
10.1103/PhysRevE.67.065603,m,7
10.1103/PhysRevB.52.3647,m,48
10.1103/PhysRev.80.372,m,6
10.1103/PhysRevB.15.519,m,8
10.1103/PhysRevD.43.1223,m,3
10.1103/PhysRevB.13.3018,m,6
10.1103/PhysRev.35.8,m,3
10.1103/PhysRev.188.1976,m,16
10.1103/PhysRevE.50.2827,m,2
10.1103/PhysRevD.77.124002,m,4
10.1103/PhysRevLett.69.2145,m,14
10.1103/PhysRevD.54.1167,m,2
10.1103/PhysRevD.85.043002,m,18
10.1103/PhysRevB.80.161406,m,18
10.1103/PhysRevB.76.195107,f,1
10.1103/PhysRevLett.69.832,m,111
10.1103/PhysRev.167.393,m,6
10.1103/PhysRevD.91.043509,m,4
10.1103/PhysRev.182.1512,m,13
10.1103/PhysRevLett.80.4851,m,12
10.1103/PhysRevB.17.2965,m,2
10.1103/PhysRevE.62.8753,m,2
10.1103/PhysRevLett.89.148303,m,21
10.1103/PhysRevD.73.055008,m,0
10.1103/PhysRev.138.A464,m,6
10.1103/PhysRevD.24.1647,m,1
10.1103/PhysRevLett.85.3934,m,0
10.1103/PhysRev.117.1504,m,32
10.1103/PhysRevD.52.4762,m,1
10.1103/PhysRevLett.73.1130,m,21
10.1103/PhysRevA.3.1723,m,9
10.1103/PhysRev.75.1115,m,7
10.1103/PhysRevD.76.087702,m,18
10.1103/PhysRevB.48.1,m,11
10.1103/PhysRevA.40.2188,m,7
10.1103/PhysRev.94.904,m,23
10.1103/PhysRevA.50.4572,m,4
10.1103/PhysRevE.67.046303,m,6
10.1103/PhysRev.76.1877,m,23
10.1103/PhysRevLett.4.575,m,21
10.1103/PhysRevB.60.4334,m,1
10.1103/PhysRev.135.A155,m,34
10.1103/PhysRevB.43.13602,f,2
10.1103/PhysRevB.42.2368,m,25
10.1103/PhysRevSTAB.15.032801,m,1
10.1103/PhysRev.155.1046,m,3
10.1103/PhysRevD.4.2993,m,0
10.1103/PhysRevD.69.054024,m,3
10.1103/PhysRevA.61.021804,m,2
10.1103/PhysRevE.68.040301,m,1
10.1103/PhysRevD.31.3099,m,6
10.1103/PhysRevD.93.125016,m,0
10.1103/PhysRevA.75.042306,m,3
10.1103/PhysRevD.89.024016,m,1
10.1103/PhysRevD.81.084062,m,12
10.1103/PhysRevD.13.1284,m,3
10.1103/PhysRevD.48.3762,m,1
10.1103/PhysRevD.74.045025,m,35
10.1103/PhysRevB.3.4007,m,4
10.1103/PhysRev.135.A568,m,0
10.1103/PhysRevD.56.2384,m,1
10.1103/PhysRevA.81.037801,m,3
10.1103/PhysRevA.84.021603,m,9
10.1103/PhysRev.139.B254,m,1
10.1103/PhysRevLett.30.975,m,23
10.1103/PhysRev.120.1302,m,2
10.1103/PhysRevA.1.216,m,6
10.1103/PhysRevB.74.045317,m,4
10.1103/PhysRev.81.632,m,7
10.1103/PhysRevB.7.3166,m,32
10.1103/PhysRevD.3.681,m,0
10.1103/PhysRevLett.108.134502,m,9
10.1103/PhysRev.32.600,m,7
10.1103/PhysRev.133.B268,f,0
10.1103/PhysRevD.94.124047,f,0
10.1103/PhysRevA.31.1607,m,8
10.1103/PhysRevB.81.245413,m,7
10.1103/PhysRevD.24.1526,m,1
10.1103/PhysRev.34.661,m,10
10.1103/PhysRevA.33.2840,m,4
10.1103/PhysRevD.94.122002,m,0
10.1103/PhysRevA.64.042504,f,6
10.1103/PhysRevE.87.053006,m,0
10.1103/PhysRev.20.552,m,1
10.1103/PhysRevLett.93.108301,m,13
10.1103/PhysRevD.67.045012,m,5
10.1103/PhysRevD.65.023520,f,1
10.1103/PhysRevD.55.695,m,34
10.1103/PhysRevC.5.1196,m,15
10.1103/PhysRev.26.780,m,1
10.1103/PhysRevE.63.031908,m,1
10.1103/PhysRevB.31.266,m,5
10.1103/PhysRevE.91.022110,m,5
10.1103/PhysRevA.92.022353,m,0
10.1103/PhysRevLett.108.185303,m,24
10.1103/PhysRev.34.1227,m,1
10.1103/PhysRevD.25.2121,f,3
10.1103/PhysRevD.58.124031,m,19
10.1103/PhysRevLett.75.581,m,2
10.1103/PhysRevC.27.1199,m,12
10.1103/PhysRev.166.102,m,13
10.1103/PhysRev.29.478,m,8
10.1103/PhysRevA.81.053808,m,9
10.1103/PhysRevD.89.124001,f,5
10.1103/PhysRev.140.A98,m,3
10.1103/PhysRevB.48.7727,m,6
10.1103/PhysRev.74.803,m,3
10.1103/PhysRev.162.1275,m,8
10.1103/PhysRev.38.1385,f,0
10.1103/PhysRevC.84.065203,m,2
10.1103/PhysRevB.38.5081,m,4
10.1103/PhysRev.55.201,m,3
10.1103/PhysRevD.77.084021,m,11
10.1103/PhysRev.56.295,m,32
10.1103/PhysRevA.41.2227,m,2
10.1103/PhysRevA.53.2074,m,1
10.1103/PhysRevD.65.066008,f,5
10.1103/PhysRevA.45.R3398,m,1
10.1103/PhysRev.127.837,m,18
10.1103/PhysRevD.61.129902,m,5
10.1103/PhysRevC.56.2774,m,0
10.1103/PhysRevB.61.16470,m,16
10.1103/PhysRevB.4.667,m,0
10.1103/PhysRevA.35.3546,m,8
10.1103/PhysRevLett.10.439,m,12
10.1103/PhysRev.115.81,m,5
10.1103/PhysRevLett.115.010403,m,6
10.1103/PhysRevB.12.1868,m,0
10.1103/PhysRevE.90.063307,m,1
10.1103/PhysRev.133.B1520,m,3
10.1103/PhysRevSeriesI.17.302,m,2
10.1103/PhysRevB.76.214435,m,3
10.1103/PhysRevD.86.044021,m,5
10.1103/PhysRevLett.64.3103,m,37
10.1103/PhysRevD.76.107701,m,0
10.1103/PhysRevB.40.6666,m,2
10.1103/PhysRev.111.91,m,6
10.1103/PhysRevB.38.4322,m,11
10.1103/PhysRev.84.92,m,6
10.1103/PhysRev.103.1609,m,4
10.1103/PhysRev.122.1143,m,0
10.1103/PhysRevB.85.205117,m,24
10.1103/PhysRevLett.18.835,f,2
10.1103/PhysRevLett.43.1380,m,4
10.1103/PhysRevD.16.29,m,1
10.1103/PhysRevLett.56.1316.4,f,1
10.1103/PhysRevLett.83.4385,m,16
10.1103/PhysRevD.19.1028.2,m,11
10.1103/PhysRev.181.1996,m,8
10.1103/PhysRevC.24.1891,m,8
10.1103/PhysRevD.7.2863,m,7
10.1103/PhysRev.183.1019,m,7
10.1103/PhysRev.76.849,m,0
10.1103/PhysRevD.88.103003,m,6
10.1103/PhysRevB.18.1076,m,60
10.1103/PhysRevD.66.105027,m,1
10.1103/PhysRevA.23.1998,m,9
10.1103/PhysRevB.8.931,m,1
10.1103/PhysRevE.60.2563,m,4
10.1103/PhysRevB.72.214302,m,1
10.1103/PhysRevD.56.908,m,15
10.1103/PhysRevA.86.062516,m,1
10.1103/PhysRevB.34.4521,m,0
10.1103/PhysRevLett.76.4292,m,0
10.1103/PhysRev.70.561.2,m,7
10.1103/PhysRevE.74.041501,m,1
10.1103/PhysRev.184.1523,m,3
10.1103/PhysRevD.80.034505,f,32
10.1103/PhysRevLett.110.178102,m,1
10.1103/PhysRevA.21.464,m,11
10.1103/PhysRevLett.56.440,f,9
10.1103/PhysRevD.82.104010,m,4
10.1103/PhysRevD.89.057501,f,0
10.1103/PhysRev.88.580,m,8
10.1103/PhysRev.91.1569,m,8
10.1103/PhysRevA.11.1407,m,0
10.1103/PhysRevE.58.2489,m,2
10.1103/PhysRev.120.267,m,2
10.1103/PhysRevLett.19.108,m,57
10.1103/PhysRevB.23.6037,m,6
10.1103/PhysRevA.73.052321,m,2
10.1103/PhysRevE.69.061305,m,5
10.1103/PhysRevB.6.2879,m,1
10.1103/PhysRevLett.70.119,m,11
10.1103/PhysRevB.64.165103,m,3
10.1103/PhysRevB.42.4797,m,20
10.1103/PhysRevD.60.095012,m,24
10.1103/PhysRevB.54.10465,m,0
10.1103/PhysRevLett.63.1451,m,79
10.1103/PhysRevA.24.3032,m,1
10.1103/PhysRevD.17.1613,m,0
10.1103/PhysRev.184.604,m,8
10.1103/PhysRevE.87.013304,m,0
10.1103/PhysRev.132.936,m,11
10.1103/PhysRevD.88.124013,m,7
10.1103/PhysRevD.60.103516,m,11
10.1103/PhysRevSeriesI.4.23,m,1
10.1103/PhysRevLett.94.077004,m,1
10.1103/PhysRevB.77.094119,m,7
10.1103/PhysRevLett.49.804,m,7
10.1103/PhysRevB.52.16845,m,17
10.1103/PhysRevE.66.056410,m,1
10.1103/PhysRevE.74.021102,m,1
10.1103/PhysRev.78.699,m,116
10.1103/PhysRev.92.928,m,7
10.1103/PhysRevD.81.114001,m,6
10.1103/PhysRevLett.80.3579,m,21
10.1103/PhysRevD.55.3444,m,11
10.1103/PhysRev.112.80,m,18
10.1103/PhysRevB.34.5208,m,34
10.1103/PhysRevA.20.2013,m,2
10.1103/PhysRev.99.979,m,51
10.1103/PhysRevB.42.1029,m,3
10.1103/PhysRevLett.93.037205,m,7
10.1103/PhysRevLett.93.011601,m,25
10.1103/PhysRevD.87.103009,m,4
10.1103/PhysRevD.34.3608,m,16
10.1103/PhysRevD.77.123541,m,49
10.1103/PhysRevB.50.8885,m,2
10.1103/PhysRevD.47.3750,m,30
10.1103/PhysRev.80.475,m,37
10.1103/PhysRevC.36.1192,m,1
10.1103/PhysRev.172.1850.3,m,2
10.1103/PhysRevLett.64.999,m,10
10.1103/PhysRevB.78.073405,m,8
10.1103/PhysRevA.59.4270,m,5
10.1103/PhysRev.81.624,m,15
10.1103/PhysRevLett.25.1596,m,107
10.1103/PhysRevB.80.075105,f,3
10.1103/PhysRevB.47.925,m,0
10.1103/PhysRevE.78.041122,m,0
10.1103/PhysRevD.85.054010,m,2
10.1103/PhysRevD.92.075001,m,3
10.1103/PhysRev.156.1703,f,10
10.1103/PhysRevA.11.1397,m,0
10.1103/PhysRevLett.21.539,m,12
10.1103/PhysRevA.90.052106,m,2
10.1103/PhysRevA.70.023401,m,5
10.1103/PhysRevD.20.1244,m,0
10.1103/PhysRevD.58.045005,m,0
10.1103/PhysRev.57.244,m,11
10.1103/PhysRevA.77.012116,m,19
10.1103/PhysRevE.55.1819,m,5
10.1103/RevModPhys.9.1,m,8
10.1103/PhysRevLett.96.197201,m,8
10.1103/PhysRevB.72.165406,m,9
10.1103/PhysRevB.39.873,m,11
10.1103/PhysRevA.44.3144,m,8
10.1103/PhysRevA.51.45,m,5
10.1103/PhysRev.184.1732,m,21
10.1103/PhysRevD.84.124025,m,8
10.1103/PhysRevE.55.6533,m,6
10.1103/RevModPhys.29.450,m,0
10.1103/PhysRev.72.1160,m,12
10.1103/PhysRev.59.102.2,m,0
10.1103/PhysRev.98.49,m,7
10.1103/PhysRevE.80.030903,m,5
10.1103/PhysRevD.67.106004,m,16
10.1103/PhysRevB.61.14723,m,17
10.1103/PhysRevB.64.104407,m,0
10.1103/PhysRevA.31.3431,m,3
10.1103/PhysRevE.47.4597,m,8
10.1103/PhysRevLett.48.1144,m,304
10.1103/PhysRevA.66.063603,m,43
10.1103/PhysRevE.60.R3498,f,3
10.1103/PhysRevD.51.1800,m,6
10.1103/PhysRevD.46.3678,m,1
10.1103/PhysRevE.58.6781,m,1
10.1103/PhysRevB.83.245445,m,8
10.1103/PhysRevB.79.014509,m,2
10.1103/PhysRevA.85.023837,m,1
10.1103/PhysRev.49.596,m,4
10.1103/PhysRev.110.891,m,0
10.1103/PhysRevD.41.534,m,10
10.1103/PhysRevC.31.1118,m,4
10.1103/PhysRevLett.105.099601,m,1
10.1103/PhysRevB.1.3756,m,6
10.1103/PhysRevLett.56.916,m,0
10.1103/PhysRevD.62.103506,m,16
10.1103/PhysRevLett.60.69,m,0
10.1103/PhysRevD.89.087503,m,0
10.1103/PhysRev.182.1479,m,1
10.1103/PhysRevE.62.2177,m,2
10.1103/PhysRevD.49.5469,m,3
10.1103/PhysRevB.61.13277,m,3
10.1103/PhysRevE.62.4104,m,2
10.1103/PhysRevD.87.045028,m,0
10.1103/PhysRevB.81.012304,m,0
10.1103/PhysRevD.94.124033,m,0
10.1103/PhysRevD.59.073005,m,7
10.1103/PhysRev.178.2478,m,6
10.1103/PhysRev.86.136,m,12
10.1103/PhysRevC.69.044901,m,23
10.1103/PhysRevLett.94.247601,m,14
10.1103/PhysRevD.63.054014,m,8
10.1103/PhysRevB.58.9801,m,14
10.1103/PhysRevB.94.245106,m,0
10.1103/PhysRev.138.A1649,m,5
10.1103/PhysRev.80.919,m,7
10.1103/PhysRevD.28.2628,m,6
10.1103/PhysRevD.59.101301,m,5
10.1103/PhysRevD.45.2044,m,7
10.1103/PhysRevA.79.044104,m,0
10.1103/PhysRevD.56.6588,m,31
10.1103/RevModPhys.33.525,m,8
10.1103/PhysRevD.74.114012,m,51
10.1103/PhysRevD.63.105009,m,1
10.1103/PhysRevC.48.929,m,1
10.1103/PhysRevD.4.1237,m,0
10.1103/PhysRevC.89.024302,f,9
10.1103/PhysRevC.91.014315,f,4
10.1103/PhysRevA.74.032107,m,7
10.1103/PhysRev.178.900,m,16
10.1103/PhysRevA.36.2726,m,97
10.1103/PhysRevB.64.024515,m,3
10.1103/PhysRevA.19.105,m,1
10.1103/PhysRevA.35.4461,m,2
10.1103/PhysRevE.74.056705,m,6
10.1103/PhysRev.90.682,m,3
10.1103/PhysRevD.78.102001,f,17
10.1103/PhysRevB.52.220,f,0
10.1103/PhysRevLett.101.211101,m,2
10.1103/PhysRev.61.186,m,56
10.1103/PhysRevD.47.2395,m,12
10.1103/PhysRevD.30.937,m,1
10.1103/PhysRevD.88.055014,m,0
10.1103/PhysRevLett.68.3480,m,14
10.1103/PhysRevD.15.1731,m,10
10.1103/PhysRevB.41.7887,m,5
10.1103/PhysRev.41.327,m,1
10.1103/PhysRev.100.412,m,8
10.1103/PhysRevC.68.034303,m,5
10.1103/PhysRevD.35.355,m,1
10.1103/PhysRevA.79.016101,m,1
10.1103/PhysRevB.30.413,m,7
10.1103/PhysRevB.58.4644,m,2
10.1103/PhysRevD.87.096011,m,5
10.1103/PhysRevB.74.153406,f,2
10.1103/PhysRevB.6.687,m,0
10.1103/PhysRevE.86.030502,m,4
10.1103/PhysRevB.70.100201,m,1
10.1103/PhysRevB.63.125413,m,2
10.1103/PhysRevE.68.067301,m,2
10.1103/PhysRevD.55.3633,m,6
10.1103/PhysRevE.50.1616,m,2
10.1103/PhysRevE.47.106,m,9
10.1103/PhysRevA.47.3513,m,0
10.1103/PhysRev.13.109,m,3
10.1103/PhysRev.37.821,m,1
10.1103/PhysRevLett.94.165001,m,0
10.1103/PhysRevLett.82.640,m,33
10.1103/PhysRev.130.791,m,8
10.1103/PhysRevB.70.245419,m,1
10.1103/PhysRevB.76.134114,m,0
10.1103/PhysRevLett.64.115,m,9
10.1103/PhysRev.63.417,m,14
10.1103/PhysRevA.77.012309,m,6
10.1103/PhysRev.83.838.2,m,0
10.1103/PhysRevD.87.081501,m,4
10.1103/PhysRevB.4.681,m,5
10.1103/PhysRevD.77.064027,m,6
10.1103/PhysRevB.35.8652,m,3
10.1103/PhysRev.65.207,m,2
10.1103/PhysRevB.47.15073,m,12
10.1103/PhysRevD.73.066005,m,0
10.1103/PhysRevD.16.3395,m,15
10.1103/PhysRevA.87.063604,m,3
10.1103/PhysRev.181.542,f,0
10.1103/PhysRev.107.114,m,35
10.1103/PhysRevD.78.013001,m,0
10.1103/PhysRevA.45.4792,f,4
10.1103/PhysRev.169.496,m,9
