Paper,Gender,NumberOfCitations
10.1103/PhysRevD.83.094019,f,3
10.1103/PhysRevA.74.012704,m,0
10.1103/PhysRevB.41.4349,m,0
10.1103/PhysRevE.48.3130,m,0
10.1103/PhysRevD.64.025002,m,6
10.1103/PhysRevSeriesI.35.227,m,1
10.1103/PhysRevLett.96.028307,m,0
10.1103/PhysRevD.26.2888,m,0
10.1103/PhysRevB.65.054507,m,1
10.1103/PhysRevD.88.014020,m,3
10.1103/PhysRevE.90.032109,m,3
10.1103/PhysRevD.94.125021,m,0
10.1103/PhysRev.176.832,m,36
10.1103/PhysRev.30.925,m,3
10.1103/PhysRevC.31.295,m,11
10.1103/PhysRevLett.98.056101,m,6
10.1103/PhysRevD.59.094502,m,9
10.1103/PhysRevE.82.036310,m,3
10.1103/PhysRevD.92.045006,m,0
10.1103/PhysRevC.39.2120,m,31
10.1103/PhysRevB.76.054308,m,11
10.1103/PhysRevA.50.2298,m,0
10.1103/PhysRevB.85.195150,f,5
10.1103/PhysRevSTAB.5.070701,m,12
10.1103/PhysRevB.90.104506,m,3
10.1103/PhysRevD.43.151,m,49
10.1103/PhysRevD.39.697,m,1
10.1103/PhysRevD.47.R4188,m,3
10.1103/PhysRevB.56.9181,m,1
10.1103/PhysRev.58.843.2,m,0
10.1103/PhysRevB.49.11742,m,10
10.1103/PhysRevLett.101.085502,m,7
10.1103/PhysRevD.27.1722,m,1
10.1103/PhysRevC.31.2238,m,1
10.1103/PhysRevB.76.125421,m,0
10.1103/PhysRev.75.322,m,1
10.1103/PhysRev.77.294,m,2
10.1103/PhysRevB.57.10613,m,45
10.1103/PhysRevLett.87.137004,m,31
10.1103/PhysRevA.79.022101,m,3
10.1103/PhysRevE.78.046606,m,0
10.1103/PhysRevB.34.2834,m,1
10.1103/PhysRev.156.71,m,21
10.1103/PhysRevE.90.032110,m,6
10.1103/PhysRevLett.46.573,m,6
10.1103/PhysRev.23.156,m,9
10.1103/PhysRevB.44.9784.3,m,1
10.1103/PhysRevE.57.3502,m,8
10.1103/PhysRevLett.102.139601,m,4
10.1103/PhysRevD.59.104011,m,5
10.1103/PhysRevD.86.084006,m,26
10.1103/PhysRev.138.A452,m,2
10.1103/PhysRevC.44.R1273,m,0
10.1103/PhysRev.73.519.2,m,4
10.1103/PhysRevLett.29.459,m,16
10.1103/PhysRevD.37.3582,m,0
10.1103/PhysRevB.45.454,m,1
10.1103/PhysRevD.40.3194,m,62
10.1103/PhysRevLett.74.4959,m,6
10.1103/PhysRevB.66.054533,m,6
10.1103/PhysRevA.34.56,m,2
10.1103/PhysRevE.74.051121,m,4
10.1103/PhysRevB.19.4621,m,0
10.1103/PhysRevD.36.1080,m,5
10.1103/PhysRevA.40.4145,m,5
10.1103/PhysRevA.28.1179,m,2
10.1103/PhysRevB.82.035312,f,3
10.1103/PhysRevLett.70.3553,m,4
10.1103/PhysRevB.12.3650,m,6
10.1103/PhysRevLett.96.060402,m,4
10.1103/PhysRevD.22.2727,m,1
10.1103/PhysRevD.52.4106,m,5
10.1103/PhysRev.157.1486,m,6
10.1103/PhysRevE.57.2690,m,0
10.1103/PhysRevD.55.7973,m,1
10.1103/PhysRev.82.747.2,m,1
10.1103/PhysRevA.40.2819,m,4
10.1103/PhysRev.169.263,m,4
10.1103/PhysRevD.44.1880,m,8
10.1103/PhysRevB.80.035312,m,0
10.1103/PhysRevD.57.R7069,m,22
10.1103/PhysRevD.2.1763,m,7
10.1103/PhysRevE.50.1232,m,17
10.1103/PhysRevD.57.6337,m,4
10.1103/PhysRev.85.643,m,15
10.1103/PhysRevC.28.1574,m,2
10.1103/PhysRevA.83.043802,m,8
10.1103/PhysRevB.31.7012,m,2
10.1103/PhysRevD.91.084020,m,4
10.1103/PhysRev.174.1620,m,2
10.1103/PhysRevB.23.3093,m,4
10.1103/PhysRevA.93.023613,m,3
10.1103/PhysRevA.75.063618,m,23
10.1103/PhysRev.95.1078,m,4
10.1103/PhysRevA.34.705,m,4
10.1103/PhysRevD.19.317,m,32
10.1103/PhysRevE.78.021902,m,1
10.1103/PhysRevB.50.1268,m,1
10.1103/PhysRev.20.499,m,2
10.1103/PhysRevB.86.125133,m,0
10.1103/PhysRevB.38.2426,m,16
10.1103/PhysRevLett.4.507,m,6
10.1103/PhysRevE.79.051916,m,1
10.1103/PhysRevC.29.2309,f,9
10.1103/PhysRev.163.1627,m,0
10.1103/PhysRev.80.753,m,1
10.1103/PhysRevD.77.064004,m,10
10.1103/PhysRevA.49.586,m,5
10.1103/PhysRevD.90.084024,m,4
10.1103/PhysRevE.81.031905,m,0
10.1103/PhysRev.175.1761,m,2
10.1103/PhysRevLett.51.719,m,50
10.1103/PhysRevB.51.6388,m,0
10.1103/PhysRevA.68.012301,m,1
10.1103/PhysRevD.80.124029,m,0
10.1103/PhysRevLett.20.244,m,14
10.1103/PhysRevA.78.012310,m,24
10.1103/PhysRevLett.94.208903,m,2
10.1103/PhysRevLett.74.618,m,8
10.1103/PhysRevB.66.054204,m,5
10.1103/PhysRevA.90.062126,m,0
10.1103/PhysRevB.42.8640,m,7
10.1103/PhysRevB.16.64,m,1
10.1103/PhysRevLett.10.205,m,12
10.1103/PhysRevD.33.1643,m,44
10.1103/PhysRevLett.45.313,m,76
10.1103/PhysRevLett.105.106402,m,11
10.1103/PhysRevB.90.235140,m,9
10.1103/PhysRevB.20.5375,m,1
10.1103/PhysRevE.78.061120,m,2
10.1103/PhysRevD.73.084014,m,5
10.1103/PhysRevE.50.285,m,0
10.1103/PhysRev.78.293.2,m,0
10.1103/PhysRevB.84.201305,m,8
10.1103/PhysRevB.81.245104,f,2
10.1103/PhysRevLett.77.3629,m,10
10.1103/PhysRevE.78.061506,m,3
10.1103/PhysRevA.27.1234,m,6
10.1103/PhysRevB.15.3788,m,4
10.1103/PhysRevC.23.1829,m,2
10.1103/PhysRevD.70.042001,m,41
10.1103/PhysRevB.57.1935,m,19
10.1103/PhysRevB.30.2234,m,23
10.1103/PhysRevD.91.105029,m,0
10.1103/PhysRevB.48.15817,f,2
10.1103/PhysRevA.46.2022,m,3
10.1103/PhysRevLett.53.1205,m,3
10.1103/PhysRevB.32.1772,m,1
10.1103/PhysRevB.58.6523,m,20
10.1103/PhysRevLett.13.233,m,9
10.1103/PhysRevLett.91.221301,m,14
10.1103/PhysRev.72.492,m,1
10.1103/PhysRevC.49.3158,m,1
10.1103/PhysRevA.61.062103,m,4
10.1103/PhysRevD.48.5264,m,1
10.1103/PhysRevE.91.062101,m,0
10.1103/PhysRev.70.932,m,4
10.1103/PhysRevE.89.022110,m,1
10.1103/PhysRevD.70.016004,m,2
10.1103/PhysRevE.76.051203,m,12
10.1103/PhysRevB.40.11654,m,0
10.1103/PhysRevD.57.1680,m,1
10.1103/PhysRevB.41.4784,m,7
10.1103/PhysRevE.47.3896,m,0
10.1103/PhysRevE.59.5205,f,1
10.1103/PhysRevD.69.022002,m,8
10.1103/PhysRevD.89.123522,m,8
10.1103/PhysRevC.37.976,m,0
10.1103/PhysRevA.87.032106,m,3
10.1103/PhysRevD.94.074030,m,0
10.1103/PhysRevLett.67.2465,m,7
10.1103/PhysRevD.16.2336,m,40
10.1103/PhysRevA.79.033829,m,1
10.1103/PhysRevD.44.488,m,2
10.1103/PhysRevLett.28.1497.2,m,5
10.1103/PhysRevD.33.3581,m,3
10.1103/PhysRev.32.1,m,12
10.1103/PhysRevB.44.4610,m,3
10.1103/PhysRevB.54.13222,m,37
10.1103/PhysRevC.45.3000,m,0
10.1103/PhysRevD.88.064024,m,2
10.1103/PhysRevD.26.2789,m,156
10.1103/PhysRevD.76.084033,m,16
10.1103/RevModPhys.60.601,m,71
10.1103/PhysRevB.51.16046,m,0
10.1103/PhysRevB.47.1081,m,3
10.1103/PhysRevC.50.2620,m,1
10.1103/PhysRevE.54.5571,m,0
10.1103/PhysRevD.35.1811,m,1
10.1103/PhysRevD.67.033002,m,0
10.1103/PhysRevA.43.4901,m,2
10.1103/PhysRevLett.16.754,m,3
10.1103/PhysRev.50.689,m,4
10.1103/PhysRevE.78.046408,f,1
10.1103/PhysRevB.49.5962,m,6
10.1103/PhysRev.166.324,m,1
10.1103/PhysRev.123.1865,m,17
10.1103/PhysRev.102.455,m,2
10.1103/PhysRevA.48.258,m,1
10.1103/PhysRevB.84.235411,m,10
10.1103/PhysRevB.29.4933,m,13
10.1103/PhysRevLett.90.258105,m,4
10.1103/PhysRevE.47.2558,m,8
10.1103/PhysRevA.93.033626,m,1
10.1103/PhysRevLett.86.2946,m,11
10.1103/PhysRevE.77.046609,m,9
10.1103/PhysRevLett.69.2037,m,7
10.1103/PhysRevB.67.165213,m,7
10.1103/PhysRevLett.2.504,m,28
10.1103/PhysRevA.76.062512,m,0
10.1103/PhysRev.57.843,m,8
10.1103/PhysRev.162.1,m,2
10.1103/PhysRev.92.23,m,7
10.1103/PhysRevC.80.054904,m,1
10.1103/PhysRevD.61.075001,f,0
10.1103/PhysRevE.91.013201,m,0
10.1103/PhysRev.54.572,m,0
10.1103/PhysRevD.33.889,m,109
10.1103/PhysRev.77.302.2,m,0
10.1103/PhysRevE.91.013203,m,1
10.1103/PhysRev.9.15,m,2
10.1103/PhysRevB.76.193307,m,8
10.1103/PhysRev.46.793,m,4
10.1103/PhysRevB.42.6049,m,3
10.1103/PhysRevA.69.042106,m,1
10.1103/PhysRevLett.73.1737,m,33
10.1103/PhysRevB.32.3687,m,9
10.1103/PhysRev.113.688,m,3
10.1103/PhysRev.47.972,m,6
10.1103/PhysRevLett.7.64,m,17
10.1103/PhysRevA.84.062108,m,1
10.1103/PhysRevLett.82.3424,m,3
10.1103/PhysRevE.87.022401,m,3
10.1103/PhysRevLett.57.2876,m,10
10.1103/PhysRevE.77.021118,m,3
10.1103/PhysRevLett.27.448,m,7
10.1103/PhysRevB.57.10303,m,5
10.1103/PhysRevLett.62.2313,m,106
10.1103/PhysRevA.37.3514,m,12
10.1103/PhysRevB.67.132505,m,4
10.1103/PhysRev.173.1805,m,1
10.1103/PhysRev.121.1190,m,11
10.1103/PhysRevB.60.12504,m,1
10.1103/PhysRevD.51.1728,m,6
10.1103/PhysRevA.34.653,m,2
10.1103/PhysRevD.1.1521,m,4
10.1103/PhysRevD.85.085002,m,4
10.1103/PhysRev.124.130,m,10
10.1103/PhysRev.79.1010,m,10
10.1103/PhysRevB.83.195124,m,0
10.1103/PhysRevB.61.R16327,m,16
10.1103/PhysRev.104.1353,m,14
10.1103/PhysRevB.85.241101,m,76
10.1103/PhysRevA.87.043611,m,2
10.1103/PhysRevE.83.056118,m,7
10.1103/PhysRev.92.881,m,6
10.1103/RevModPhys.31.759,m,8
10.1103/PhysRev.43.837,m,6
10.1103/PhysRev.77.150.2,m,0
10.1103/PhysRevB.16.2168,m,11
10.1103/PhysRev.100.905,m,7
10.1103/PhysRevB.39.9760,m,144
10.1103/PhysRevD.12.3963,m,1
10.1103/PhysRevA.43.17,m,0
10.1103/PhysRevB.76.085409,m,3
10.1103/PhysRev.52.644,m,7
10.1103/PhysRevA.37.287,m,7
10.1103/PhysRevD.87.029901,m,2
10.1103/PhysRevD.8.1937,m,5
10.1103/PhysRevE.58.5175,m,3
10.1103/PhysRevE.49.3504,f,0
10.1103/PhysRevA.18.255,m,8
10.1103/PhysRevD.94.024018,m,0
10.1103/PhysRevB.44.3320,m,4
10.1103/PhysRevLett.78.1416,m,13
10.1103/PhysRevE.83.041112,m,0
10.1103/PhysRevA.81.022327,m,6
10.1103/PhysRevE.79.056313,m,1
10.1103/PhysRev.165.632,m,3
10.1103/PhysRevB.72.113405,m,5
10.1103/PhysRevD.70.075006,m,34
10.1103/PhysRevA.50.1335,m,4
10.1103/PhysRevD.33.2111,m,0
10.1103/PhysRev.145.1011,f,1
10.1103/PhysRevLett.107.210501,m,21
10.1103/PhysRev.117.355,m,1
10.1103/PhysRevC.47.1903,m,17
10.1103/PhysRevD.50.5902,m,21
10.1103/PhysRev.110.743,m,7
10.1103/PhysRevB.5.95,m,0
10.1103/PhysRevA.75.043803,m,0
10.1103/PhysRevA.43.575,m,1
10.1103/PhysRev.106.591,m,23
10.1103/PhysRevB.38.1316,m,9
10.1103/PhysRev.96.1306,m,14
10.1103/PhysRevD.94.063508,m,0
10.1103/PhysRevD.56.451,m,13
10.1103/PhysRevB.70.161309,m,2
10.1103/PhysRevLett.40.1218,m,2
10.1103/PhysRevD.55.5848,f,6
10.1103/PhysRev.176.2019,m,39
10.1103/PhysRevE.84.025702,m,10
10.1103/PhysRev.140.B514,m,0
10.1103/PhysRevLett.64.2744,f,11
10.1103/PhysRevD.83.085021,m,0
10.1103/PhysRev.41.686,m,3
10.1103/PhysRevA.49.570,m,16
10.1103/PhysRevLett.93.266404,m,20
10.1103/PhysRevD.49.3291,m,3
10.1103/PhysRevA.34.2470,m,3
10.1103/PhysRevB.27.6493,m,0
10.1103/PhysRevB.38.12776,m,7
10.1103/PhysRevA.33.4400,m,2
10.1103/PhysRevB.48.18203,m,31
10.1103/PhysRevD.83.093003,m,5
10.1103/PhysRevB.36.9732,f,0
10.1103/PhysRevB.60.10664,m,7
10.1103/PhysRev.159.1369,m,1
10.1103/PhysRevB.76.165313,m,10
10.1103/PhysRev.95.1,m,7
10.1103/PhysRevD.38.1053,m,1
10.1103/PhysRevA.13.504,m,3
10.1103/PhysRev.129.1316,m,3
10.1103/PhysRevD.23.852,m,274
10.1103/PhysRevE.86.036111,m,3
10.1103/PhysRevA.42.5049,m,26
10.1103/PhysRevE.62.210,m,3
10.1103/PhysRevLett.64.1597,m,59
10.1103/PhysRevA.45.127,m,7
10.1103/PhysRev.131.2094,f,0
10.1103/PhysRevB.62.910,m,1
10.1103/PhysRev.96.754,m,4
10.1103/PhysRev.40.178,m,1
10.1103/PhysRevLett.115.231801,m,0
10.1103/PhysRevLett.33.600,m,4
10.1103/PhysRevE.62.7474,m,7
10.1103/PhysRev.95.837,m,10
10.1103/PhysRev.173.552,m,47
10.1103/PhysRev.164.1929,m,0
10.1103/PhysRevD.80.055003,m,3
10.1103/PhysRevB.79.144104,m,4
10.1103/PhysRev.109.2160,m,9
10.1103/PhysRevA.60.812,m,5
10.1103/PhysRevLett.94.040402,m,21
10.1103/PhysRevD.59.094007,m,4
10.1103/PhysRevB.69.113106,m,3
10.1103/PhysRevD.20.1704,m,0
10.1103/PhysRevD.63.087502,m,3
10.1103/PhysRev.33.75,m,0
10.1103/PhysRevD.48.5930,m,0
10.1103/PhysRevD.6.2113,m,0
10.1103/PhysRevLett.33.960,m,19
10.1103/PhysRevD.61.027502,m,7
10.1103/PhysRevD.84.085030,m,0
10.1103/PhysRevLett.107.258301,f,2
10.1103/PhysRevLett.83.5382,m,12
10.1103/PhysRev.125.2179,m,11
10.1103/PhysRevD.76.083001,m,19
10.1103/PhysRevD.76.094017,m,17
10.1103/PhysRevD.84.104015,f,1
10.1103/PhysRevD.57.1303,f,3
10.1103/PhysRev.182.297,m,1
10.1103/PhysRevD.54.7071,m,3
10.1103/PhysRevLett.96.013905,m,5
10.1103/PhysRev.76.583,m,4
10.1103/PhysRevE.72.026205,m,0
10.1103/PhysRevB.58.10823,m,21
10.1103/PhysRevE.49.4946,m,0
10.1103/PhysRevD.94.024037,m,0
10.1103/PhysRevA.69.034303,m,1
10.1103/PhysRevD.87.024046,m,1
10.1103/PhysRev.132.178,m,20
10.1103/PhysRev.147.392,m,492
10.1103/PhysRevE.56.1266,m,0
10.1103/PhysRevA.88.042114,m,4
10.1103/PhysRevE.72.021507,m,14
10.1103/PhysRevD.27.2076,m,0
10.1103/PhysRevD.54.2168,m,4
10.1103/PhysRev.26.629,m,2
10.1103/PhysRev.81.687,m,8
10.1103/PhysRev.57.62,m,2
10.1103/PhysRevE.73.061925,m,3
10.1103/PhysRevE.70.061104,m,1
10.1103/PhysRevD.84.014035,m,3
10.1103/PhysRevA.21.1805,m,2
10.1103/PhysRevD.72.103508,m,26
10.1103/PhysRevD.37.283,m,13
10.1103/PhysRev.129.2342,m,99
10.1103/PhysRevD.89.036002,m,5
10.1103/PhysRevD.57.3317,m,17
10.1103/PhysRevC.84.044614,f,0
10.1103/PhysRev.140.B1501,m,7
10.1103/PhysRevD.62.127302,m,1
10.1103/PhysRev.152.708,m,1
10.1103/PhysRev.166.1282,f,0
10.1103/PhysRevLett.77.227,m,2
10.1103/PhysRev.150.1308,f,2
10.1103/PhysRevLett.33.1177,m,1
10.1103/PhysRevE.65.066118,m,0
10.1103/PhysRevD.90.025027,m,4
10.1103/PhysRevA.45.3121,m,1
10.1103/PhysRevD.7.2961,m,0
10.1103/PhysRevB.53.3364,m,14
10.1103/PhysRevA.57.3304,m,26
10.1103/PhysRevD.9.1789,m,12
10.1103/PhysRevD.20.723,m,17
10.1103/PhysRev.162.1274,m,14
10.1103/PhysRevA.37.911,m,38
10.1103/PhysRevC.70.027902,m,4
10.1103/PhysRevLett.110.011102,m,12
10.1103/PhysRevA.34.4993,m,0
10.1103/PhysRevB.24.6318,m,1
10.1103/PhysRevD.77.105022,m,6
10.1103/PhysRevLett.92.015503,m,6
10.1103/PhysRev.129.1334,m,3
10.1103/PhysRevD.75.041301,m,11
10.1103/PhysRevE.71.066110,m,0
10.1103/PhysRevLett.105.077202,m,43
10.1103/PhysRevD.26.1758,m,2
10.1103/PhysRevB.7.5416,m,1
10.1103/PhysRev.128.434,f,3
10.1103/PhysRevA.70.022503,m,2
10.1103/PhysRev.152.70,m,13
10.1103/PhysRevB.40.7966,m,2
10.1103/PhysRevA.9.241,m,9
10.1103/PhysRevLett.86.5227,m,134
10.1103/PhysRev.137.A1749,m,14
10.1103/PhysRevB.44.7051,m,1
10.1103/PhysRevD.27.289,m,1
10.1103/PhysRevD.72.123508,m,4
10.1103/PhysRevD.39.358,m,0
10.1103/PhysRevA.79.052325,m,7
10.1103/PhysRevA.33.1209,m,1
10.1103/PhysRevB.38.2489,m,6
10.1103/PhysRevC.36.1663,m,1
10.1103/PhysRevD.40.3795,m,2
10.1103/PhysRevA.73.010304,m,14
10.1103/PhysRevD.76.097701,m,3
10.1103/PhysRevB.84.085421,m,1
10.1103/PhysRev.186.434,m,13
10.1103/RevModPhys.32.455,m,2
10.1103/PhysRevE.86.023101,m,3
10.1103/PhysRevD.85.054017,f,2
10.1103/PhysRevLett.82.4902,m,5
10.1103/PhysRevLett.68.2981,m,114
10.1103/RevModPhys.35.734,m,1
10.1103/PhysRevB.31.2099,m,3
10.1103/PhysRevB.65.035307,m,2
10.1103/PhysRev.142.944,m,11
10.1103/PhysRevLett.114.118901,m,3
10.1103/PhysRevLett.72.3690,m,12
10.1103/PhysRevLett.24.864,m,3
10.1103/PhysRevLett.82.4366,m,1
10.1103/PhysRev.128.1753,m,3
10.1103/PhysRevA.6.1809,m,21
10.1103/PhysRev.72.255,m,5
10.1103/PhysRevLett.27.1584,m,26
10.1103/PhysRevD.26.745,m,39
10.1103/PhysRevA.19.1272,m,19
10.1103/PhysRevB.75.054414,m,0
10.1103/PhysRevD.6.3383,m,0
10.1103/PhysRevD.48.5746,m,5
10.1103/PhysRevLett.77.1652,m,23
10.1103/PhysRevLett.27.452,m,11
10.1103/PhysRevD.18.1329,m,3
10.1103/PhysRevLett.94.067004,m,0
10.1103/PhysRevB.57.R6771,m,1
10.1103/PhysRevD.2.2123,m,0
10.1103/PhysRevA.82.063619,m,7
10.1103/PhysRev.91.1167,m,10
10.1103/PhysRevE.59.1452,f,2
10.1103/PhysRev.12.130,m,1
10.1103/PhysRevB.67.104428,m,9
10.1103/PhysRev.40.884,m,1
10.1103/PhysRev.138.AB2.2,m,20
10.1103/PhysRev.71.124,m,1
10.1103/PhysRevB.27.3406,f,1
10.1103/PhysRevLett.28.249,m,49
10.1103/PhysRevB.14.5008,m,23
10.1103/PhysRevD.9.2670,m,4
10.1103/PhysRevB.45.10775,m,4
10.1103/PhysRev.148.1264,m,9
10.1103/PhysRevB.23.787,m,5
10.1103/PhysRevD.35.2415,m,4
10.1103/PhysRevD.31.418,m,19
10.1103/PhysRev.101.1547,m,11
10.1103/PhysRev.173.762,m,12
10.1103/PhysRevLett.90.035507,m,7
10.1103/RevModPhys.40.229,m,2
10.1103/PhysRevB.7.1426,m,0
10.1103/PhysRevA.59.3223,f,6
10.1103/PhysRev.38.832,m,4
10.1103/PhysRevA.57.2254,m,0
10.1103/PhysRevD.12.3666,m,14
10.1103/PhysRevD.79.047701,m,3
10.1103/PhysRevD.38.3844,m,0
10.1103/PhysRevLett.83.3069,m,63
10.1103/PhysRevLett.103.236801,m,13
10.1103/PhysRevE.57.7365,m,2
10.1103/PhysRevD.86.064036,m,0
10.1103/PhysRevB.8.3895,m,1
10.1103/PhysRev.131.2242,m,7
10.1103/PhysRevE.82.037302,m,0
10.1103/PhysRevLett.22.362,m,6
10.1103/PhysRevA.59.1135,m,16
10.1103/PhysRev.126.329,m,117
10.1103/PhysRevE.70.036308,m,1
10.1103/PhysRevA.77.032116,m,0
10.1103/PhysRev.61.242,m,16
10.1103/PhysRevE.90.032502,m,1
10.1103/PhysRevB.7.2288,m,22
10.1103/PhysRev.16.158,m,2
10.1103/PhysRevLett.12.366,m,4
10.1103/PhysRevB.46.12473,m,6
10.1103/PhysRevD.57.5611,m,18
10.1103/PhysRevA.38.2632,m,15
10.1103/PhysRevA.77.012326,m,0
10.1103/PhysRevE.56.3909,m,3
10.1103/PhysRevLett.16.58,m,0
10.1103/PhysRevD.54.4169,m,4
10.1103/PhysRevB.84.045122,m,2
10.1103/RevModPhys.75.949,m,123
10.1103/PhysRevD.64.123511,m,6
10.1103/PhysRevB.58.6748,m,3
10.1103/PhysRevA.38.6215,m,1
10.1103/PhysRevB.85.134407,m,24
10.1103/PhysRev.33.643,m,56
10.1103/PhysRev.161.126,m,3
10.1103/PhysRevLett.43.1847,m,13
10.1103/PhysRevLett.102.053002,m,1
10.1103/PhysRevD.91.023010,m,1
10.1103/PhysRevLett.20.491,m,111
10.1103/PhysRevD.54.4997,m,0
10.1103/PhysRevB.39.3104,m,7
10.1103/PhysRevB.7.921,m,2
10.1103/PhysRevD.85.024015,m,7
10.1103/PhysRevLett.78.1940,m,11
10.1103/PhysRevB.78.205102,m,1
10.1103/PhysRevB.69.115313,f,7
10.1103/PhysRev.22.171,m,0
10.1103/PhysRevLett.48.1400,m,1
10.1103/PhysRev.140.B977,m,2
10.1103/PhysRevA.25.1782,m,0
10.1103/PhysRevA.73.062305,m,59
10.1103/PhysRevD.10.329,m,10
10.1103/PhysRev.95.228,m,162
10.1103/PhysRevD.82.124041,m,1
10.1103/PhysRev.123.1172,m,3
10.1103/PhysRev.35.1284,m,1
10.1103/PhysRevA.31.2331,m,1
10.1103/PhysRevD.44.464,m,7
10.1103/PhysRev.103.780,m,1
10.1103/PhysRevD.64.027301,f,9
10.1103/PhysRevD.24.552,m,1
10.1103/PhysRevC.48.344,m,3
10.1103/PhysRevB.38.6824,m,2
10.1103/PhysRevD.33.2092,m,103
10.1103/PhysRev.130.929,m,3
10.1103/PhysRevB.50.16238,m,10
10.1103/PhysRevD.80.095002,m,109
10.1103/PhysRevA.70.032308,m,18
10.1103/PhysRevLett.66.907,m,18
10.1103/PhysRevB.55.13664,m,19
10.1103/PhysRev.52.365,m,82
10.1103/PhysRevLett.89.280402,m,14
10.1103/PhysRevD.54.R5922,m,0
10.1103/PhysRevA.32.3838,m,0
10.1103/PhysRevB.60.6814,f,4
10.1103/PhysRevA.64.062104,m,23
10.1103/PhysRevFluids.1.060504,f,0
10.1103/PhysRevLett.89.147602,m,5
10.1103/PhysRevD.75.101702,m,10
10.1103/PhysRevD.73.045023,m,3
10.1103/PhysRevA.71.062333,m,0
10.1103/PhysRev.27.568,m,4
10.1103/PhysRevB.88.064303,m,7
10.1103/PhysRev.43.1035,m,2
10.1103/PhysRevLett.58.168,m,107
10.1103/PhysRev.77.559.2,m,0
10.1103/PhysRevB.21.1752,m,0
10.1103/PhysRev.138.B430,m,6
10.1103/PhysRevB.72.014125,m,1
10.1103/PhysRevD.69.085011,m,1
10.1103/PhysRevB.81.045104,m,0
10.1103/PhysRevD.80.064034,m,1
10.1103/PhysRevB.47.11049,m,1
10.1103/PhysRevD.70.076005,m,1
10.1103/PhysRevB.64.045329,m,2
10.1103/PhysRevA.44.R2775,f,66
10.1103/PhysRev.182.1482,m,4
10.1103/PhysRevD.47.3053,m,2
10.1103/PhysRevD.35.1515,m,0
10.1103/PhysRev.79.487,m,15
10.1103/PhysRevD.69.124030,m,2
10.1103/PhysRevLett.99.180501,m,9
10.1103/PhysRevB.82.054118,m,0
10.1103/PhysRevE.94.042610,m,0
10.1103/PhysRevC.78.034908,m,24
10.1103/PhysRevB.77.155130,m,16
10.1103/PhysRevD.89.065011,m,2
10.1103/PhysRevA.41.2457,m,3
10.1103/PhysRevD.33.1714,m,1
10.1103/PhysRevB.32.4220,f,5
10.1103/PhysRevD.39.1517,m,4
10.1103/PhysRevD.30.1023,m,46
10.1103/PhysRev.132.951,m,4
10.1103/PhysRevD.78.044026,m,1
10.1103/PhysRevLett.55.2626,m,11
10.1103/PhysRevE.73.016116,m,9
10.1103/PhysRevB.41.5396,m,3
10.1103/RevModPhys.32.239,m,13
10.1103/PhysRevE.76.021803,m,31
10.1103/PhysRevA.16.2432,m,1
10.1103/PhysRev.78.66.3,m,15
10.1103/PhysRevD.13.1561,f,5
10.1103/PhysRevE.47.2210,m,1
10.1103/PhysRevD.5.60,m,2
10.1103/PhysRevB.38.12493,m,20
10.1103/PhysRevD.54.1856,m,0
10.1103/PhysRevLett.81.425,m,39
10.1103/PhysRevA.21.1054,m,0
10.1103/PhysRevB.38.7694,m,15
10.1103/PhysRevA.61.062314,f,32
10.1103/PhysRevE.76.061916,m,4
10.1103/PhysRevD.7.186,m,0
10.1103/PhysRev.75.1473,m,7
10.1103/PhysRevB.40.1918,m,12
10.1103/PhysRevLett.68.3137,m,33
10.1103/PhysRevB.27.7136,m,7
10.1103/PhysRev.98.199,m,7
10.1103/PhysRevD.39.1648,m,1
10.1103/PhysRevE.94.022402,m,0
10.1103/PhysRevLett.60.1398,m,6
10.1103/PhysRevB.2.1624,m,16
10.1103/PhysRev.140.A764,m,9
10.1103/PhysRevD.28.785,m,3
10.1103/PhysRevE.50.3569,m,5
10.1103/PhysRevLett.46.382,m,43
10.1103/PhysRevLett.81.2182,m,1
10.1103/PhysRevA.70.012103,m,4
10.1103/PhysRevB.49.5541,m,4
10.1103/PhysRevD.17.3280,m,0
10.1103/PhysRevA.72.014305,m,17
10.1103/PhysRevD.89.104046,m,9
10.1103/PhysRevLett.75.1927,m,31
10.1103/PhysRevC.61.029902,m,0
10.1103/PhysRevA.61.032109,m,0
10.1103/PhysRevB.69.045307,m,2
10.1103/PhysRevB.2.4273,m,0
10.1103/PhysRevLett.105.107201,m,4
10.1103/PhysRevA.32.3699,m,9
10.1103/PhysRevD.92.074001,m,1
10.1103/PhysRevD.2.999,m,10
10.1103/PhysRevB.48.1097,m,42
10.1103/PhysRevC.94.025204,m,0
10.1103/PhysRevD.55.7749,m,1
10.1103/PhysRev.116.1285,m,4
10.1103/PhysRev.140.B685,m,0
10.1103/PhysRev.76.437,f,6
10.1103/PhysRevD.5.2358,m,1
10.1103/PhysRevA.86.011601,m,5
10.1103/PhysRevD.70.044033,m,12
10.1103/PhysRev.72.1176,m,5
10.1103/PhysRevA.80.053817,m,1
10.1103/PhysRevB.7.2305,m,5
10.1103/PhysRevE.62.6780,m,6
10.1103/PhysRev.147.320,m,4
10.1103/PhysRevA.24.2339,m,4
10.1103/PhysRevE.85.031603,m,5
10.1103/PhysRevD.68.105013,m,0
10.1103/PhysRev.73.183,m,1
10.1103/PhysRevA.49.4430,m,2
10.1103/PhysRevD.54.1345,m,8
